,root,d+,d-
GO:0010948,6,3,17
GO:0097623,9,2,3
GO:0035590,6,1,2
GO:0042637,8,2,3
GO:0072284,10,2,2
GO:0003133,5,1,0
GO:1902952,10,3,0
GO:0021904,9,2,1
GO:1903565,8,3,1
GO:0051029,8,1,1
GO:0030900,8,2,10
GO:0017143,6,3,0
GO:0014051,8,2,4
GO:0090089,8,2,2
GO:0072733,6,2,1
GO:0048489,5,4,4
GO:1904246,6,2,0
GO:0002860,12,4,0
GO:1904158,9,2,0
GO:0003027,9,1,1
GO:0098543,5,2,2
GO:1902958,12,3,0
GO:0061360,9,2,0
GO:0099404,8,1,1
GO:0090675,6,2,0
GO:0097744,5,1,0
GO:0097112,8,2,0
GO:1901753,10,7,0
GO:0042448,6,3,1
GO:0046490,6,1,1
GO:1990166,7,1,0
GO:1903817,12,2,2
GO:0035194,10,2,6
GO:0051932,9,1,4
GO:0001568,7,2,8
GO:0048806,7,3,3
GO:2001025,5,3,1
GO:0045935,6,4,4
GO:0061110,4,1,3
GO:0019075,3,2,0
GO:0097188,8,2,0
GO:0071351,6,2,1
GO:1904338,10,2,3
GO:0002413,9,2,2
GO:0100001,9,2,1
GO:0007155,2,1,8
GO:0046826,10,5,0
GO:0045977,7,3,0
GO:1902860,13,2,0
GO:1903760,11,2,1
GO:0098849,8,3,0
GO:0045730,2,1,4
GO:1901019,10,2,8
GO:1990748,5,3,4
GO:0097298,5,1,0
GO:1902683,4,2,5
GO:0019065,7,2,1
GO:0060379,9,2,2
GO:0003064,9,1,0
GO:0060887,6,2,0
GO:0097722,3,2,1
GO:0031000,6,2,1
GO:0046984,7,3,2
GO:0089709,9,3,2
GO:2000003,12,3,1
GO:1904386,5,1,2
GO:0036359,5,1,0
GO:1904294,10,4,0
GO:0060031,8,2,1
GO:0035331,8,3,0
GO:0101024,8,3,1
GO:1903169,9,3,9
GO:0006154,10,2,0
GO:1990969,8,2,0
GO:0034248,5,2,10
GO:0030859,7,2,3
GO:0038004,10,1,0
GO:0002616,5,2,1
GO:0140667,8,2,1
GO:0015870,6,3,2
GO:2000546,10,4,0
GO:0002253,6,2,3
GO:0030003,5,2,9
GO:0032665,9,2,2
GO:0032119,7,3,0
GO:0014843,8,1,0
GO:0046668,10,3,1
GO:0038170,7,2,0
GO:0006880,8,1,0
GO:0140468,5,1,0
GO:1905099,7,2,1
GO:0006862,6,2,6
GO:1990874,5,1,3
GO:0042308,10,5,0
GO:0033275,5,1,1
GO:0036484,9,2,1
GO:0061577,9,1,3
GO:1902459,5,4,1
GO:0071869,6,3,3
GO:0035305,8,3,2
GO:0032607,8,1,3
GO:0090186,7,4,2
GO:0045724,9,4,2
GO:0006556,5,3,0
GO:1903896,10,3,0
GO:0035348,11,2,0
GO:1905402,9,2,2
GO:1904746,7,4,4
GO:0014732,7,2,0
GO:0060760,6,3,3
GO:0035337,11,2,6
GO:1901566,4,2,42
GO:0021509,10,2,0
GO:0099140,8,2,0
GO:0003142,8,2,0
GO:0090246,9,3,0
GO:0072575,8,2,1
GO:0006569,8,4,3
GO:1904812,12,2,0
GO:0006689,9,3,0
GO:0006739,10,2,5
GO:0016125,5,2,3
GO:0071383,6,4,3
GO:0007202,9,1,0
GO:1901534,8,3,2
GO:0060605,7,1,1
GO:0006637,10,5,7
GO:0071798,6,3,1
GO:0003158,5,1,3
GO:0046511,9,4,0
GO:0043269,5,2,6
GO:0051866,4,1,1
GO:0008608,7,2,5
GO:2001248,11,3,1
GO:0010042,5,1,1
GO:0060117,12,2,1
GO:0110089,7,2,1
GO:2001056,10,2,2
GO:0006298,8,1,4
GO:0001649,4,2,5
GO:0043696,2,1,1
GO:1900376,5,3,3
GO:0032959,8,2,2
GO:0097035,5,2,3
GO:0031173,9,1,0
GO:0044860,7,2,1
GO:0044571,7,1,0
GO:0036339,6,1,0
GO:0014824,9,2,0
GO:0021665,12,2,0
GO:1904816,9,3,1
GO:0098781,9,2,7
GO:1904868,8,1,2
GO:0000961,10,3,0
GO:0032930,8,3,0
GO:0070193,6,1,2
GO:0045785,5,3,4
GO:0018315,7,1,0
GO:1990535,7,1,0
GO:1905799,9,3,0
GO:0034104,5,3,3
GO:0008284,5,3,24
GO:0043372,13,4,2
GO:1902960,10,4,0
GO:0021546,9,2,6
GO:1990697,7,2,0
GO:0046330,10,3,0
GO:0090191,15,4,0
GO:1901877,5,2,0
GO:0046033,10,2,2
GO:0022007,10,3,0
GO:1902359,8,2,2
GO:0060838,9,2,0
GO:0051249,6,2,8
GO:0031017,6,4,0
GO:0061379,10,2,0
GO:1902177,9,3,1
GO:1900017,10,3,0
GO:1904842,4,3,1
GO:0010623,5,3,2
GO:0070268,9,2,2
GO:1905278,9,4,1
GO:1990402,6,1,0
GO:2000120,8,3,0
GO:1901874,8,3,1
GO:0031295,9,2,4
GO:1904387,6,2,1
GO:0035602,9,2,0
GO:0003337,12,4,4
GO:1904792,9,3,0
GO:0007221,12,2,0
GO:0018175,6,1,1
GO:0062042,9,2,4
GO:0086046,12,2,0
GO:0060914,8,2,3
GO:0051450,3,1,4
GO:0010863,8,2,1
GO:1902204,10,3,0
GO:0009168,10,3,4
GO:0050910,7,3,0
GO:0060367,10,1,0
GO:0006050,5,1,1
GO:0043041,6,2,0
GO:1902254,9,4,2
GO:1990960,5,2,0
GO:1905285,5,1,0
GO:0032329,7,3,4
GO:0038146,8,1,1
GO:1902031,11,2,1
GO:1905608,9,3,0
GO:0060312,5,3,3
GO:1903331,8,3,0
GO:0006925,5,1,2
GO:0014031,6,2,0
GO:0042428,5,4,1
GO:0072564,5,2,2
GO:0050772,14,4,2
GO:0048541,8,1,1
GO:0070175,10,3,0
GO:0006694,5,3,9
GO:0033384,8,3,0
GO:0110064,9,1,0
GO:0014904,7,2,2
GO:0097323,5,1,0
GO:1904372,10,3,0
GO:0048369,6,3,1
GO:0006334,9,3,0
GO:1903939,8,2,2
GO:0034474,11,1,0
GO:0075522,4,2,0
GO:0051552,4,2,1
GO:0032925,10,2,3
GO:0010729,8,5,0
GO:0051125,9,2,3
GO:0003298,5,1,1
GO:0009743,4,2,6
GO:1905380,12,3,2
GO:1903494,5,4,1
GO:1904863,7,2,1
GO:0098962,10,3,0
GO:0061919,2,1,1
GO:0033605,9,4,3
GO:0030325,6,2,2
GO:0072061,8,1,0
GO:0046832,10,4,0
GO:0071169,8,2,0
GO:0071871,3,1,1
GO:0006148,10,2,0
GO:0043516,8,3,3
GO:1905524,12,3,0
GO:1901208,11,3,0
GO:1904695,10,4,0
GO:0070472,8,2,2
GO:0009992,7,2,0
GO:0070127,11,3,7
GO:0021559,8,1,1
GO:0032782,8,2,3
GO:0070897,10,2,3
GO:0006447,11,1,1
GO:0030865,6,1,3
GO:0046579,10,3,0
GO:2000630,10,3,2
GO:1904782,9,3,0
GO:1905537,8,3,0
GO:1905274,9,2,0
GO:1901664,5,1,1
GO:0071482,6,2,4
GO:0098907,12,3,0
GO:0021938,15,2,0
GO:0042303,2,1,2
GO:0070455,9,3,0
GO:0060364,10,1,0
GO:0048645,5,2,7
GO:1904390,12,1,0
GO:0072592,3,1,2
GO:0032008,8,3,2
GO:1902430,9,4,0
GO:0106091,10,2,0
GO:0043122,8,2,2
GO:2000061,9,3,2
GO:0000055,9,1,0
GO:2000156,7,2,0
GO:0051013,7,1,0
GO:0046504,5,3,1
GO:0009188,9,2,2
GO:0032502,1,1,16
GO:0008049,6,2,0
GO:0061890,13,5,0
GO:2000485,8,3,3
GO:0045453,5,2,3
GO:0007389,4,2,11
GO:1905162,6,2,1
GO:0007160,4,1,10
GO:0070845,9,2,0
GO:0051798,8,4,1
GO:0090316,9,4,5
GO:0043605,4,2,4
GO:2000501,10,2,2
GO:0035732,5,2,0
GO:0031397,11,3,3
GO:0055123,5,1,2
GO:0034224,7,2,0
GO:1902167,10,4,0
GO:0090043,9,2,2
GO:1902896,8,2,0
GO:0051764,8,1,0
GO:0070779,11,2,0
GO:0019878,11,1,0
GO:0090107,9,3,1
GO:1905449,11,3,2
GO:0009204,9,2,1
GO:0019344,10,3,2
GO:0014854,2,1,1
GO:0006884,6,2,3
GO:1904677,7,3,0
GO:0051664,6,3,0
GO:1901646,7,3,0
GO:0046713,5,1,1
GO:0030808,9,3,3
GO:0061381,10,2,0
GO:0006089,7,2,5
GO:0071025,8,1,3
GO:0040017,4,3,3
GO:0035545,8,2,0
GO:0009713,6,2,1
GO:0032686,10,4,0
GO:0018153,8,3,0
GO:0048211,6,2,0
GO:1905674,6,2,2
GO:0072168,14,3,0
GO:0070070,7,1,1
GO:0072070,10,1,4
GO:0034392,8,3,1
GO:0010877,6,2,1
GO:0071585,7,2,1
GO:0051546,6,1,3
GO:0032493,7,1,3
GO:0055014,10,2,0
GO:0046013,9,2,0
GO:0042098,6,2,9
GO:0001969,9,2,2
GO:0002524,7,1,7
GO:0106227,7,1,0
GO:0090370,10,3,0
GO:0033690,6,3,0
GO:0008358,10,1,1
GO:0032012,9,2,1
GO:0071374,6,2,0
GO:0002357,4,2,0
GO:0070054,10,2,0
GO:1905154,7,3,1
GO:1905027,13,3,0
GO:0002852,9,3,1
GO:0003029,10,2,0
GO:0086013,6,3,7
GO:1904156,11,1,0
GO:0045585,12,3,0
GO:0016126,6,3,4
GO:0038203,7,1,3
GO:1902003,8,3,2
GO:0046305,5,3,1
GO:0060600,7,2,4
GO:0048608,6,3,8
GO:0006567,10,2,1
GO:1903579,12,3,2
GO:0035088,4,1,3
GO:0048819,8,3,4
GO:0090676,9,1,0
GO:0060122,12,2,3
GO:0055117,8,3,4
GO:0043307,6,1,3
GO:0007019,8,3,6
GO:1990592,11,1,0
GO:0070863,10,3,1
GO:2000002,12,3,0
GO:1902025,5,2,1
GO:0022408,6,3,8
GO:1904301,5,3,1
GO:0032107,6,2,5
GO:0016333,6,1,1
GO:0060830,7,2,0
GO:0051342,5,1,2
GO:1902559,10,3,0
GO:1903849,12,3,0
GO:0070242,8,1,3
GO:0072039,10,5,2
GO:1905748,4,1,0
GO:0002208,9,2,1
GO:0030199,6,2,3
GO:0009441,7,2,2
GO:0042482,7,3,1
GO:0060133,13,2,0
GO:0002712,7,3,5
GO:0034201,6,1,1
GO:0070104,9,3,0
GO:0046475,7,3,6
GO:0099537,6,1,9
GO:0010430,9,1,0
GO:1902803,6,3,2
GO:0042219,5,2,8
GO:0002313,11,2,5
GO:0006361,10,2,1
GO:1901748,8,5,2
GO:0097492,14,1,0
GO:0070572,13,5,1
GO:0051132,7,1,4
GO:0051315,10,3,4
GO:1900102,9,4,3
GO:0106001,5,1,1
GO:0030302,7,2,0
GO:0002062,7,2,5
GO:0006382,9,1,1
GO:0060180,5,1,2
GO:0098926,6,2,2
GO:0048934,9,2,1
GO:1904425,5,2,0
GO:0097101,10,2,1
GO:0003144,9,2,0
GO:0046495,8,1,1
GO:0033555,3,2,3
GO:1990523,5,1,0
GO:0070365,7,2,3
GO:1904346,7,3,0
GO:0017003,7,1,1
GO:1903553,8,3,0
GO:0048524,4,3,6
GO:2001258,9,3,5
GO:0010830,7,2,4
GO:0009087,10,3,0
GO:0051124,7,3,2
GO:0009180,10,3,1
GO:0090085,10,2,4
GO:0035933,11,1,5
GO:1901340,12,3,0
GO:0039020,10,2,1
GO:0015711,5,1,31
GO:0006253,12,3,0
GO:0071505,5,2,1
GO:0044003,4,2,2
GO:0043317,10,3,1
GO:0098528,8,2,3
GO:0032472,8,1,0
GO:1903064,10,3,0
GO:0061227,8,2,1
GO:2000978,12,3,0
GO:0006706,5,3,6
GO:0014909,5,1,5
GO:0014050,10,5,0
GO:2000816,11,4,1
GO:0002182,8,2,3
GO:1904948,10,2,2
GO:1903748,9,3,1
GO:0035853,7,2,0
GO:0019740,5,2,3
GO:1903810,10,2,0
GO:0009179,9,2,5
GO:1904970,5,1,1
GO:0019249,8,3,2
GO:0003062,8,1,2
GO:0039533,15,2,2
GO:0140754,4,1,0
GO:1904673,6,3,1
GO:1905553,11,4,1
GO:0016056,8,4,1
GO:0007260,9,2,3
GO:1900368,11,3,3
GO:0042371,6,3,0
GO:1904401,7,2,0
GO:1905458,9,3,2
GO:0031324,5,4,19
GO:0050879,2,1,2
GO:2000900,6,2,0
GO:0006041,6,1,1
GO:1905304,11,5,1
GO:1905872,7,3,0
GO:0001813,12,3,2
GO:0046176,8,2,1
GO:0002052,10,4,0
GO:0071220,8,2,1
GO:0072017,10,1,4
GO:1902888,10,2,0
GO:1904732,6,2,3
GO:0007198,8,2,0
GO:0097343,6,1,1
GO:0070460,9,1,1
GO:0032725,10,4,0
GO:0140527,9,1,1
GO:0071881,8,2,0
GO:0055088,3,1,5
GO:1902226,8,3,2
GO:0030318,5,1,2
GO:0090596,5,2,4
GO:0043380,12,4,2
GO:0021756,11,2,4
GO:0036146,5,2,0
GO:0036006,6,2,3
GO:0010664,8,3,1
GO:0003281,9,2,1
GO:0048143,11,2,4
GO:0001997,10,2,0
GO:1905819,8,3,2
GO:0009987,1,1,58
GO:0022616,7,1,4
GO:0032611,8,1,3
GO:1905699,7,3,1
GO:0060781,8,2,1
GO:0042710,4,1,1
GO:1990736,5,1,1
GO:0031647,3,1,3
GO:0043311,11,5,0
GO:0061564,11,1,3
GO:0033864,6,2,0
GO:0031860,9,2,0
GO:1903780,9,3,0
GO:0043508,13,3,0
GO:0035336,12,1,2
GO:0090030,8,2,4
GO:0002643,7,2,9
GO:0035938,10,2,2
GO:0022406,2,1,3
GO:2000227,11,4,0
GO:0032940,5,2,12
GO:0046548,13,2,0
GO:0001814,13,4,0
GO:0060965,13,3,1
GO:0019377,7,3,2
GO:1900048,6,3,1
GO:0071389,8,2,2
GO:0042269,10,3,4
GO:0006855,5,2,0
GO:0042044,4,1,2
GO:0045448,5,2,3
GO:1903027,9,3,1
GO:0015780,6,3,2
GO:0003300,6,1,5
GO:0051480,7,1,2
GO:0015889,5,3,0
GO:0019482,7,1,1
GO:0061197,7,3,1
GO:0033015,5,6,1
GO:0030812,10,4,1
GO:0060021,3,1,2
GO:0046124,9,3,3
GO:0014896,4,1,7
GO:2000627,11,4,0
GO:0044278,4,1,0
GO:0010571,12,4,0
GO:0070103,8,2,2
GO:0062043,10,3,2
GO:0044861,10,2,0
GO:1902080,10,3,2
GO:0014826,9,2,0
GO:0007584,5,2,3
GO:1902083,10,3,0
GO:0140588,7,1,0
GO:0097241,5,1,0
GO:0009408,4,2,2
GO:0006595,6,1,8
GO:0061833,7,1,0
GO:0051639,8,1,0
GO:0048535,7,1,0
GO:0060586,5,3,0
GO:1990822,7,2,2
GO:0071947,10,2,0
GO:0015750,8,1,0
GO:1902229,8,3,3
GO:0034137,17,3,0
GO:0046900,6,1,1
GO:1904054,6,2,2
GO:0051543,8,2,1
GO:0097640,10,2,0
GO:0010807,12,2,1
GO:1900923,10,3,1
GO:0016447,10,2,2
GO:1902024,8,3,1
GO:0006853,10,4,0
GO:2000232,10,3,2
GO:0021954,10,2,3
GO:0030309,5,1,1
GO:0042490,9,1,5
GO:0090141,8,4,0
GO:2000358,10,3,0
GO:0036112,12,1,1
GO:0009637,5,1,1
GO:0070059,7,2,4
GO:0009738,7,2,2
GO:0060425,7,2,5
GO:0044090,7,3,2
GO:0006003,5,3,0
GO:0071286,6,2,0
GO:0010897,10,5,0
GO:0051645,3,1,2
GO:0055085,4,2,38
GO:0000706,10,2,1
GO:0032048,8,1,4
GO:0019217,8,3,5
GO:1905024,11,3,2
GO:0009448,7,2,2
GO:0045820,14,5,1
GO:0002687,7,4,5
GO:0071616,11,6,5
GO:0051703,1,1,2
GO:0000184,11,1,3
GO:0061764,9,3,0
GO:0048711,11,3,1
GO:0072206,8,2,1
GO:0045736,12,4,0
GO:0072209,9,2,1
GO:0033505,9,3,1
GO:0061430,5,1,2
GO:1905454,9,3,0
GO:0018003,10,1,0
GO:0006670,8,2,1
GO:0006685,8,3,2
GO:0046825,9,3,2
GO:1904200,7,3,0
GO:0048640,5,4,11
GO:0007018,3,1,7
GO:1901020,11,3,5
GO:0045191,13,5,5
GO:1990145,7,2,0
GO:0051338,4,1,21
GO:1902042,9,3,1
GO:0014004,9,3,3
GO:0030858,7,3,10
GO:0030593,8,2,3
GO:0098659,7,2,7
GO:0009203,9,2,2
GO:0140591,8,1,0
GO:0048003,4,1,2
GO:0060539,6,2,0
GO:1901737,8,3,2
GO:0046877,7,4,2
GO:0061146,9,2,0
GO:0014902,6,1,7
GO:1990953,9,3,0
GO:0048239,10,2,1
GO:0140013,7,2,9
GO:0097576,6,2,2
GO:0051017,9,2,6
GO:0021932,10,1,4
GO:1901077,6,2,4
GO:0001996,10,2,1
GO:0032277,11,4,2
GO:2000517,10,2,1
GO:1901386,12,3,1
GO:0018198,7,1,6
GO:0007268,8,1,15
GO:0045664,9,2,11
GO:0032874,10,4,0
GO:0060384,7,2,2
GO:0032905,8,1,3
GO:0030030,4,1,6
GO:0006289,8,1,9
GO:0099163,6,1,2
GO:0042634,4,2,3
GO:0050667,7,3,3
GO:0061159,5,2,0
GO:0006311,10,2,0
GO:0002829,6,3,2
GO:0030001,6,1,8
GO:0006369,10,2,4
GO:0021561,9,2,1
GO:0070091,9,1,3
GO:0046360,10,2,0
GO:0007596,5,3,5
GO:0032900,5,3,0
GO:0098976,9,1,0
GO:0000281,6,2,3
GO:0070317,7,3,0
GO:0032608,8,1,3
GO:0044269,5,3,1
GO:0098760,5,1,1
GO:0046032,11,3,1
GO:2000117,10,2,2
GO:0002891,9,3,6
GO:0070926,8,3,0
GO:0009144,8,1,4
GO:0060743,9,2,0
GO:0007620,5,1,2
GO:0044375,5,1,0
GO:0072069,12,2,1
GO:0006525,7,1,4
GO:0070731,9,4,0
GO:0007631,3,1,8
GO:0045581,11,4,5
GO:0061973,8,1,1
GO:0019408,8,2,0
GO:1903504,11,3,1
GO:0038114,7,2,0
GO:2000523,10,3,3
GO:0015888,6,4,1
GO:1904753,8,3,0
GO:0003259,11,1,0
GO:0072272,9,3,0
GO:0150020,14,2,0
GO:1903168,6,2,0
GO:0019516,8,1,0
GO:0042746,7,1,2
GO:0039663,2,1,2
GO:0021778,11,2,1
GO:1900079,11,5,0
GO:0043370,12,3,4
GO:0006809,5,2,3
GO:0048515,6,4,1
GO:1903595,12,6,0
GO:1900200,8,3,3
GO:0009692,6,1,0
GO:0045672,10,3,1
GO:0010923,9,3,2
GO:0097167,10,2,0
GO:0060979,10,2,1
GO:1905007,12,3,0
GO:0050884,5,1,1
GO:0032619,7,1,3
GO:0160023,4,1,0
GO:0018243,9,2,1
GO:0003431,12,2,1
GO:0006983,6,3,0
GO:0099403,9,2,2
GO:0018344,7,1,2
GO:0060896,5,1,2
GO:1990705,4,1,3
GO:1905580,11,3,0
GO:0003209,9,2,4
GO:0006837,6,2,2
GO:1902161,9,2,0
GO:0042403,5,3,2
GO:0034393,8,3,1
GO:0071569,9,1,1
GO:0099504,6,2,6
GO:0140894,14,1,4
GO:0035054,7,2,0
GO:0071412,8,2,0
GO:0072199,8,2,2
GO:0050890,4,1,2
GO:0007622,3,1,1
GO:0060618,6,2,1
GO:0048264,8,2,0
GO:0021590,11,3,1
GO:0051665,4,1,2
GO:0002065,6,1,5
GO:2000418,9,3,1
GO:0033212,9,3,3
GO:1902725,10,2,0
GO:0030217,9,2,14
GO:0086070,9,1,2
GO:1905663,11,2,0
GO:0035281,12,2,0
GO:0150019,13,2,1
GO:0043123,9,3,0
GO:0098920,8,2,1
GO:0071911,10,1,0
GO:0021577,10,2,1
GO:0090231,10,2,3
GO:0016104,8,2,0
GO:0002538,6,1,1
GO:0006412,6,4,11
GO:1990167,10,1,0
GO:0016199,15,1,0
GO:0098829,5,1,0
GO:0051606,2,1,6
GO:1902115,6,3,13
GO:0034477,11,1,0
GO:0099553,12,2,0
GO:0010469,6,2,10
GO:0150201,8,5,1
GO:0043149,11,2,3
GO:0071542,9,1,4
GO:0048631,8,2,2
GO:0098877,8,4,2
GO:0097012,5,1,1
GO:0048630,7,2,3
GO:0030422,11,1,1
GO:0033135,9,2,3
GO:0009215,9,2,5
GO:0071921,8,3,2
GO:1900280,13,3,0
GO:0140916,11,3,0
GO:0060066,7,2,1
GO:0006390,9,3,5
GO:0061140,9,1,3
GO:0051796,10,3,0
GO:0016540,8,1,0
GO:0071072,9,4,2
GO:0090100,9,3,4
GO:0046434,5,2,6
GO:2000143,11,3,1
GO:0022028,12,2,2
GO:0048704,8,3,2
GO:0032729,10,3,0
GO:1904876,10,3,0
GO:0031326,5,3,30
GO:0071320,7,4,0
GO:0033026,8,5,0
GO:0031223,5,2,1
GO:0006580,7,3,0
GO:0010632,6,3,4
GO:0007021,6,1,0
GO:0030576,7,1,0
GO:0032023,9,1,0
GO:0061371,8,2,1
GO:0002334,12,1,0
GO:0000278,3,1,7
GO:0015959,8,1,6
GO:0043368,11,1,2
GO:1900120,5,1,5
GO:2000288,6,3,1
GO:1905631,7,2,0
GO:1901735,7,2,1
GO:0009106,8,4,1
GO:0043181,4,1,0
GO:2000589,10,2,3
GO:1904298,6,3,1
GO:0008315,6,3,3
GO:0002636,8,4,0
GO:0031055,8,1,1
GO:0030183,9,2,7
GO:0002115,8,1,1
GO:0097214,10,2,0
GO:0002507,6,2,12
GO:1905371,7,2,1
GO:0061623,16,2,0
GO:0051307,9,3,5
GO:0043281,10,1,4
GO:0009403,4,3,0
GO:0046333,7,2,1
GO:0042883,8,2,1
GO:0009120,7,1,4
GO:0070481,11,1,0
GO:0034093,9,3,1
GO:0000105,7,3,0
GO:0086098,9,2,0
GO:0072088,9,3,2
GO:0150035,12,2,0
GO:0060249,3,1,1
GO:0032640,8,1,3
GO:0061005,7,2,8
GO:1905453,8,2,1
GO:0009197,10,3,2
GO:0034314,9,1,3
GO:0032499,8,2,1
GO:0150052,8,3,0
GO:0006268,9,2,0
GO:0060242,5,1,2
GO:0032661,9,2,2
GO:0071107,5,1,1
GO:0036017,5,1,1
GO:0003165,10,2,1
GO:0002925,10,4,1
GO:1903988,10,2,0
GO:0048844,9,2,9
GO:0042908,4,1,4
GO:1904715,8,4,0
GO:1902488,6,1,2
GO:0051601,3,1,1
GO:0097238,6,4,1
GO:0031393,13,3,0
GO:1900053,12,7,0
GO:0002682,3,2,14
GO:0010257,6,1,1
GO:0042543,9,2,0
GO:1904116,6,1,1
GO:2000707,6,3,0
GO:0036149,8,1,0
GO:0071262,12,2,1
GO:0031396,10,2,5
GO:0097184,4,2,1
GO:0090184,8,4,4
GO:0018212,7,1,2
GO:0034340,8,2,1
GO:1904808,8,3,0
GO:0002639,10,3,2
GO:0032210,10,3,2
GO:0048339,5,2,1
GO:0031652,6,3,1
GO:0150076,5,1,5
GO:0006681,9,2,2
GO:0072098,8,2,2
GO:1901143,6,2,0
GO:1901953,12,4,0
GO:0001709,5,2,12
GO:0045346,7,2,2
GO:0071226,7,2,0
GO:0031948,10,4,1
GO:0048841,15,2,2
GO:0070925,5,2,15
GO:0033025,7,4,2
GO:2000852,13,2,1
GO:0045104,6,2,4
GO:1901679,7,2,9
GO:0002363,11,2,3
GO:0009081,6,3,5
GO:0048266,5,2,1
GO:0099601,7,1,4
GO:0042088,5,1,5
GO:0060841,8,1,2
GO:0045446,6,2,8
GO:2001234,7,4,5
GO:0051042,7,3,0
GO:0051988,8,2,2
GO:0036392,8,1,2
GO:0046942,6,2,24
GO:0033370,9,2,1
GO:0099645,10,3,1
GO:0034377,7,3,3
GO:0010612,7,2,3
GO:0032102,5,3,11
GO:1902916,12,3,3
GO:0001967,4,1,0
GO:0061170,9,3,0
GO:0090663,7,1,0
GO:0106217,12,1,0
GO:0046323,10,1,4
GO:0036466,8,3,3
GO:1903906,9,3,0
GO:0072214,8,3,0
GO:1900372,11,4,2
GO:0021825,14,2,1
GO:0018149,6,1,1
GO:1902748,12,4,0
GO:0106107,9,3,1
GO:0016052,4,2,7
GO:0071902,11,2,5
GO:0071486,8,2,0
GO:0006829,8,1,3
GO:0015760,7,2,0
GO:0030178,8,3,4
GO:0141188,6,1,6
GO:0071336,5,2,1
GO:0033514,13,1,0
GO:0031989,6,1,0
GO:0071403,4,1,0
GO:0060214,9,2,0
GO:1905223,4,1,0
GO:0010907,8,4,3
GO:0001507,10,2,0
GO:0045777,6,1,2
GO:0035677,12,2,0
GO:0032486,8,1,1
GO:0060734,14,4,0
GO:0015746,8,1,2
GO:0008645,8,1,6
GO:0060429,4,1,19
GO:2001024,5,3,1
GO:0006404,8,2,1
GO:0070429,17,3,0
GO:0035633,5,1,1
GO:0006285,9,2,3
GO:0048870,2,1,10
GO:0061590,10,1,0
GO:1905333,6,2,0
GO:0014834,6,2,0
GO:0019886,5,2,0
GO:0006139,4,5,7
GO:0110062,10,3,0
GO:0071806,7,2,2
GO:0071073,9,4,3
GO:0071400,7,2,0
GO:0110156,8,2,2
GO:0009097,8,3,0
GO:0006684,7,3,2
GO:2001235,7,4,2
GO:0071909,9,2,0
GO:0070101,9,4,1
GO:0051306,9,3,3
GO:0046127,9,3,1
GO:0030032,7,2,3
GO:0032332,9,4,1
GO:0006915,4,1,23
GO:0071960,9,2,3
GO:1903747,8,2,3
GO:0042874,11,1,0
GO:0051694,13,1,0
GO:1901080,7,2,3
GO:0072286,11,2,0
GO:0017014,6,1,1
GO:0044782,6,2,4
GO:0048294,15,3,0
GO:0097320,6,1,3
GO:0009048,11,2,1
GO:2000761,11,4,0
GO:0060501,10,3,0
GO:0030581,7,2,1
GO:0046478,8,2,1
GO:0010960,5,2,1
GO:0009186,8,1,3
GO:0001776,4,2,8
GO:0014046,8,3,4
GO:1904427,10,4,5
GO:0017145,3,1,4
GO:1903300,10,3,1
GO:0014898,7,3,3
GO:0017121,8,2,3
GO:0140961,6,2,1
GO:1904340,11,3,1
GO:1903672,12,3,0
GO:0007156,5,1,2
GO:0030035,7,1,0
GO:0035666,15,1,0
GO:0071371,6,2,3
GO:0062197,4,2,7
GO:1900745,10,3,0
GO:0051005,7,2,0
GO:0051984,7,3,2
GO:1904020,10,3,2
GO:1902216,9,3,0
GO:0006213,7,2,4
GO:0006110,13,5,3
GO:0160063,9,1,0
GO:0071544,8,2,0
GO:0014831,6,1,5
GO:0006338,7,1,6
GO:0036101,10,5,0
GO:0140123,8,3,0
GO:0002637,9,2,4
GO:0032074,7,3,3
GO:0052805,5,6,1
GO:0008217,5,2,4
GO:0034341,8,2,4
GO:0038020,11,2,0
GO:0006099,7,2,0
GO:0002540,7,1,2
GO:0006903,5,3,3
GO:0097267,10,1,0
GO:0006391,10,3,0
GO:0006346,12,1,3
GO:2000199,6,3,1
GO:2000493,9,3,0
GO:0048505,5,2,2
GO:2000360,8,4,0
GO:1903882,9,3,0
GO:0043653,7,1,0
GO:0060956,9,2,1
GO:0045848,8,3,1
GO:0000915,9,2,3
GO:0035825,8,1,2
GO:0002713,8,4,1
GO:0071484,7,2,2
GO:0009167,9,2,6
GO:0002566,7,1,1
GO:0060932,10,2,2
GO:1904847,7,4,3
GO:1905609,8,3,0
GO:2001242,7,3,9
GO:1901954,11,4,1
GO:0002732,11,4,1
GO:0048537,7,2,1
GO:2000374,5,2,1
GO:0098749,11,2,0
GO:0060487,8,3,4
GO:0045624,15,5,3
GO:0010808,13,3,0
GO:0033396,9,1,0
GO:0070072,8,1,0
GO:0032007,8,3,2
GO:0140076,9,3,0
GO:0021869,10,2,1
GO:0036100,8,2,2
GO:1905912,10,2,1
GO:0010796,7,1,0
GO:0002646,8,2,2
GO:2001170,13,4,0
GO:1904323,10,2,1
GO:0032944,6,2,3
GO:0061951,7,2,3
GO:0000971,12,1,0
GO:0002702,9,4,5
GO:0018117,7,1,0
GO:0061103,10,2,0
GO:0032456,6,2,5
GO:0060567,11,4,1
GO:1903610,4,1,1
GO:0045737,12,4,0
GO:0048696,15,2,2
GO:0045607,12,3,3
