,root,d+,d-
GO:1903567,8,4,2
GO:0042744,5,2,3
GO:2000066,11,4,0
GO:0071657,11,3,0
GO:0006476,7,1,4
GO:0043382,13,5,0
GO:2001014,8,2,3
GO:1900273,13,3,0
GO:0035701,4,1,3
GO:0007057,11,2,0
GO:0090323,11,2,1
GO:0001542,9,3,1
GO:1903299,9,1,3
GO:1901300,10,3,0
GO:0009889,4,2,10
GO:0048677,14,2,2
GO:0010310,6,2,4
GO:0007296,5,2,0
GO:0060538,5,1,4
GO:0150011,13,3,2
GO:0009955,6,1,1
GO:0007492,4,1,2
GO:0110113,8,3,1
GO:0032392,7,1,3
GO:0018057,8,2,0
GO:0033967,9,1,1
GO:0045976,7,3,0
GO:0030216,7,2,5
GO:2000730,11,3,0
GO:0010447,4,1,1
GO:2000340,11,3,0
GO:0046292,4,2,2
GO:0070296,8,1,2
GO:0033688,5,2,2
GO:0048916,9,2,1
GO:2000105,10,3,4
GO:0110099,12,3,0
GO:0008594,11,2,0
GO:0090153,8,6,3
GO:0070162,9,2,3
GO:1901099,7,2,1
GO:0060749,7,2,1
GO:0038188,6,1,0
GO:0044057,4,2,9
GO:0021823,15,1,1
GO:0097474,6,2,0
GO:0097091,7,2,3
GO:0034442,8,2,2
GO:1900228,7,3,1
GO:2000243,4,3,20
GO:1904809,7,2,3
GO:0071888,6,3,3
GO:0002315,12,1,0
GO:0060648,8,2,1
GO:1905808,8,3,0
GO:0009221,11,3,5
GO:0071725,9,1,2
GO:1903515,9,2,0
GO:0150072,6,2,0
GO:0038192,6,1,0
GO:0030218,7,2,8
GO:0036037,7,1,5
GO:1905342,10,3,0
GO:0042311,7,1,4
GO:0031998,10,4,3
GO:0070593,11,1,0
GO:2000970,9,2,1
GO:0019860,8,1,1
GO:0034110,6,2,3
GO:2000065,11,4,0
GO:0072075,8,2,4
GO:0060562,6,2,9
GO:1905070,4,1,0
GO:1903891,9,2,2
GO:0006584,6,2,8
GO:0009150,9,2,18
GO:0050774,14,4,0
GO:0010727,7,3,2
GO:0007274,9,1,3
GO:0030321,7,2,0
GO:0050872,5,1,0
GO:0061144,9,2,0
GO:0032378,8,4,1
GO:0031665,11,5,1
GO:0070886,11,3,0
GO:0050927,7,3,1
GO:0031643,10,4,0
GO:0036530,9,3,0
GO:0072001,5,1,8
GO:0035768,8,2,3
GO:0014900,5,1,4
GO:0090207,8,3,4
GO:0036153,8,2,0
GO:0033076,5,1,0
GO:0002835,6,3,1
GO:0045649,9,2,3
GO:0006710,6,3,0
GO:0045619,9,3,5
GO:0051769,7,2,2
GO:1990792,5,2,0
GO:1902995,9,3,0
GO:0030242,5,1,1
GO:0035966,4,2,3
GO:0060596,8,2,0
GO:0099088,9,2,0
GO:0023021,7,1,0
GO:0032497,8,2,0
GO:1900069,8,3,0
GO:2000114,5,2,2
GO:0016049,2,2,6
GO:2000661,9,3,0
GO:0072679,8,1,3
GO:0042918,7,3,1
GO:0035634,5,1,1
GO:0060789,7,2,2
GO:0098903,6,3,1
GO:0046968,7,2,0
GO:0060033,4,2,3
GO:0042640,8,2,3
GO:0009143,8,2,4
GO:0000272,5,3,2
GO:0071611,7,1,3
GO:0072255,13,2,0
GO:1905627,7,3,0
GO:0031120,10,2,0
GO:0060876,10,2,1
GO:0019221,6,2,41
GO:0045060,12,2,0
GO:1903028,10,4,0
GO:0120305,3,2,2
GO:0044819,10,2,1
GO:2000673,8,3,0
GO:0048514,8,2,10
GO:0060763,8,2,0
GO:0030026,6,2,0
GO:0045596,5,4,23
GO:0045654,9,3,0
GO:0000393,12,2,3
GO:1903775,10,2,0
GO:0001698,7,1,2
GO:0090109,7,3,1
GO:0060147,10,2,3
GO:0032724,11,3,0
GO:0021827,16,3,1
GO:0008050,6,2,0
GO:0031038,8,1,2
GO:0010569,10,3,2
GO:0051016,13,1,2
GO:1905867,5,1,0
GO:1904504,9,3,0
GO:0021697,13,2,3
GO:1990548,9,2,0
GO:0000076,10,1,1
GO:0006535,11,2,0
GO:0061762,8,2,2
GO:0006851,9,2,2
GO:1901342,7,2,4
GO:0035640,3,1,1
GO:0000436,12,3,2
GO:0008203,6,2,6
GO:0051281,12,3,2
GO:0016233,8,1,5
GO:0002836,6,3,1
GO:0110063,10,3,0
GO:0036090,7,3,1
GO:0035924,5,1,4
GO:0090090,9,3,0
GO:0015823,7,2,0
GO:0032792,12,1,0
GO:1902728,9,1,0
GO:0032672,9,2,2
GO:0062196,5,1,0
GO:0010841,9,4,0
GO:0051383,6,1,1
GO:0038193,6,1,0
GO:0060099,8,3,3
GO:0001767,5,2,2
GO:0045221,9,3,0
GO:0044721,10,2,0
GO:1902443,9,3,0
GO:0021885,9,2,2
GO:0010499,8,1,0
GO:0061337,7,1,6
GO:1902633,8,1,1
GO:0000086,6,2,3
GO:0007542,5,2,1
GO:0072195,8,3,3
GO:0060755,9,3,0
GO:0071295,7,2,6
GO:0045616,8,2,2
GO:1905870,15,3,0
GO:0035020,9,2,2
GO:0110155,8,1,0
GO:0010609,9,2,0
GO:0032986,6,2,1
GO:0010466,8,3,5
GO:1902231,9,3,1
GO:1901073,6,2,1
GO:0034091,8,2,3
GO:2000292,7,3,1
GO:0055011,9,1,1
GO:0051954,7,3,4
GO:0051453,7,2,4
GO:0032401,6,2,1
GO:1901076,10,4,0
GO:0061445,11,2,0
GO:0050852,10,1,3
GO:0014041,11,3,3
GO:0045956,10,3,3
GO:0030111,7,2,5
GO:0046339,7,1,2
GO:1900260,6,2,0
GO:1904378,9,2,0
GO:0046370,7,2,0
GO:0150157,9,2,1
GO:0006603,6,1,1
GO:0003163,9,2,1
GO:0021871,9,2,3
GO:0044060,5,2,4
GO:0032227,11,3,0
GO:0007098,8,2,6
GO:0043931,8,2,1
GO:2000481,12,2,0
GO:1904878,11,3,0
GO:0002428,4,2,2
GO:0002002,11,2,1
GO:0009787,8,3,1
GO:0072710,4,2,1
GO:0016567,9,1,6
GO:0042983,6,3,3
GO:1903711,7,2,0
GO:0051650,4,3,8
GO:0019884,3,1,2
GO:0070302,7,3,3
GO:0022607,4,2,34
GO:2000549,9,3,0
GO:0042987,6,1,4
GO:2000275,9,2,1
GO:1904030,11,2,1
GO:0031033,7,2,3
GO:0072553,7,1,1
GO:0015820,8,3,1
GO:0002617,6,3,0
GO:0006337,9,2,0
GO:2000791,9,5,0
GO:0110020,8,2,4
GO:0009810,5,2,1
GO:0030518,8,2,7
GO:1904897,6,2,1
GO:0021849,10,2,0
GO:0017156,8,1,9
GO:0044338,8,2,0
GO:0180015,8,2,0
GO:0090182,9,2,2
GO:0090481,7,1,7
GO:0007263,7,1,4
GO:0007066,8,1,0
GO:2000171,13,4,0
GO:1904595,12,3,1
GO:0006545,10,2,2
GO:0099111,4,1,3
GO:0061082,8,1,4
GO:0014734,7,2,3
GO:0090425,8,1,0
GO:1903843,5,3,0
GO:0035644,6,1,0
GO:0006778,5,1,5
GO:0070574,9,3,0
GO:1900924,11,5,0
GO:0071908,9,1,0
GO:0032960,9,2,1
GO:2001272,12,2,0
GO:0033366,6,1,2
GO:1901164,7,5,0
GO:0060633,12,4,1
GO:0006426,11,1,1
GO:0046822,7,2,6
GO:0051412,8,4,1
GO:0042747,8,2,3
GO:0070293,4,1,6
GO:2000020,10,3,0
GO:2000363,6,2,0
GO:1905572,7,4,0
GO:0032916,11,3,0
GO:1900117,6,2,2
GO:0032981,7,2,0
GO:1904014,6,3,1
GO:0030206,9,4,0
GO:1901894,11,2,2
GO:0003044,7,1,2
GO:0006713,6,2,0
GO:0060415,6,2,3
GO:0071477,7,3,0
GO:0072656,8,2,0
GO:0015813,9,2,1
GO:1903126,11,3,0
GO:0034372,9,1,3
GO:1902893,11,3,2
GO:0050433,8,3,5
GO:0042313,7,1,0
GO:2001045,8,3,0
GO:0035989,5,1,1
GO:0098784,6,1,1
GO:0008593,7,2,3
GO:1903296,12,5,1
GO:0009224,11,3,0
GO:0070307,11,2,1
GO:2001113,7,3,0
GO:0051548,8,3,0
GO:0048733,5,2,2
GO:0015705,6,2,1
GO:0007388,8,1,0
GO:0014037,9,2,3
GO:0032226,11,3,0
GO:0050904,6,2,1
GO:0009624,5,1,0
GO:0070667,7,3,0
GO:0035674,8,1,1
GO:0051295,8,2,1
GO:0050689,10,2,0
GO:0048568,5,2,11
GO:1903063,10,3,0
GO:1900212,10,4,1
GO:0045769,6,3,0
GO:1904893,8,3,1
GO:0045930,6,3,6
GO:0043049,11,2,0
GO:0001708,5,2,15
GO:0140576,3,1,0
GO:0001549,11,4,0
GO:0055022,10,3,2
GO:0022400,9,3,0
GO:0051944,10,4,1
GO:1905630,6,1,1
GO:0010360,9,3,0
GO:0048385,7,2,2
GO:0046324,11,2,2
GO:0007005,5,1,14
GO:0072513,12,2,0
GO:0010591,8,3,2
GO:0046485,5,2,2
GO:1902950,9,3,2
GO:0007010,5,1,12
GO:1901739,8,2,2
GO:0010734,8,3,0
GO:0051153,6,2,4
GO:0060160,11,3,0
GO:1902363,10,2,1
GO:2000439,9,4,0
GO:0003251,11,3,0
GO:0060999,14,3,1
GO:0072028,8,3,8
GO:1901162,5,2,2
GO:1905462,9,2,3
GO:0032979,10,3,0
GO:0034454,9,1,1
GO:0016559,6,2,0
GO:0033209,7,2,3
GO:1904542,8,2,1
GO:2001193,10,5,0
GO:0032463,9,3,0
GO:0044869,9,2,0
GO:0032532,8,2,0
GO:0006586,6,2,2
GO:0002635,8,4,0
GO:0090335,6,2,2
GO:0010986,6,3,3
GO:0006538,10,3,4
GO:0010743,6,2,2
GO:1904261,10,4,0
GO:0045773,15,5,1
GO:0030307,6,4,7
GO:2000052,9,3,2
GO:0090669,11,1,0
GO:0032415,11,2,1
GO:0021564,9,2,1
GO:0097211,7,2,0
GO:0032612,7,1,5
GO:0140059,13,2,1
GO:0006839,4,1,5
GO:0071652,10,2,1
GO:1903589,13,3,0
GO:0070202,8,2,1
GO:0006968,4,1,2
GO:0001666,5,2,3
GO:0006233,12,3,0
GO:0019720,7,1,1
GO:0086012,6,2,8
GO:0007158,4,1,0
GO:0010711,6,4,0
GO:0009117,7,1,14
GO:0045927,4,3,4
GO:0071586,8,2,0
GO:0000423,7,2,5
GO:0048320,9,2,1
GO:0048337,13,4,0
GO:0097500,8,2,0
GO:0031117,10,5,0
GO:0006782,8,3,0
GO:0018282,6,2,1
GO:1904245,5,1,2
GO:0051208,7,2,3
GO:0046390,6,3,2
GO:1990575,10,2,0
GO:2000726,10,4,1
GO:0097113,9,2,2
GO:0036526,8,2,0
GO:0072708,5,1,1
GO:1904597,9,3,0
GO:0070663,5,2,6
GO:0032409,3,1,4
GO:2000311,8,2,1
GO:1905703,9,3,0
GO:0006965,14,3,0
GO:0071773,5,2,1
GO:0016103,8,2,1
GO:2000157,9,2,0
GO:0051030,8,1,2
GO:1905031,7,3,5
GO:1904911,7,3,0
GO:1903916,14,5,1
GO:0061307,8,2,1
GO:0035898,9,1,0
GO:0001552,9,2,0
GO:0007320,6,4,4
GO:0044849,4,1,0
GO:0051151,7,3,3
GO:0006664,6,2,5
GO:1902001,9,2,4
GO:0051582,7,3,2
GO:0050851,9,1,5
GO:0061316,9,2,0
GO:0051099,4,2,7
GO:0072721,5,3,0
GO:0015884,8,4,1
GO:1901082,8,3,1
GO:0061172,6,2,0
GO:0031294,8,2,2
GO:0060078,4,1,2
GO:1904892,7,2,3
GO:0061055,6,2,2
GO:0015860,8,2,0
GO:0072040,11,6,1
GO:1902076,12,2,1
GO:0007000,6,1,2
GO:0038007,6,1,0
GO:1904333,12,4,0
GO:0007589,5,2,6
GO:0006956,7,3,7
GO:0032877,12,4,0
GO:0010751,9,3,0
GO:0060552,8,3,0
GO:1900036,7,4,0
GO:0061622,15,1,2
GO:0061308,9,2,2
GO:0045751,8,3,0
GO:0044042,5,1,5
GO:0090634,5,2,3
GO:0002759,8,5,3
GO:0034116,7,3,0
GO:0061003,15,5,0
GO:2000737,6,3,3
GO:0098968,8,6,0
GO:0034644,7,2,7
GO:0035739,8,2,3
GO:0006526,10,2,2
GO:0072087,9,2,2
GO:0060011,9,2,0
GO:0045947,11,3,3
GO:0071236,4,2,2
GO:1904749,8,2,2
GO:0001867,8,2,2
GO:1905522,9,3,2
GO:1901097,9,4,0
GO:1901163,6,2,2
GO:0090190,15,4,0
GO:0051754,8,2,0
GO:0019287,12,2,0
GO:0002215,6,1,0
GO:1904857,8,4,1
GO:0003229,8,1,4
GO:1901804,6,1,1
GO:0097696,6,1,4
GO:0060351,9,2,2
GO:0002690,8,4,6
GO:0035622,7,2,0
GO:0019543,10,2,0
GO:2001108,8,1,0
GO:0050919,5,1,6
GO:0046643,8,2,3
GO:0071219,7,2,4
GO:0008300,6,2,3
GO:0110024,7,3,0
GO:0008272,5,2,1
GO:0048872,3,1,7
GO:0001993,8,1,2
GO:0090672,4,1,1
GO:0140924,9,1,0
GO:0050768,8,4,5
GO:0048697,16,3,0
GO:1903538,11,3,0
GO:2000302,12,4,1
GO:0032230,11,3,0
GO:0071376,7,2,0
GO:0099566,8,1,0
GO:0071691,11,2,0
GO:1900100,14,5,0
GO:0010463,3,1,10
GO:0006722,7,1,2
GO:1903755,12,2,0
GO:0045685,9,2,6
GO:0061437,7,2,2
GO:0015742,8,1,1
GO:0019046,4,2,0
GO:0032241,7,3,2
GO:0071788,7,2,0
GO:0022600,3,2,13
GO:1902659,10,2,1
GO:0021798,10,2,0
GO:0003342,6,2,0
GO:0046129,9,3,3
GO:0009152,10,3,13
GO:0006868,7,3,5
GO:0090092,8,2,6
GO:0002663,9,3,1
GO:0080134,4,2,7
GO:0030194,8,5,3
GO:0006820,5,1,6
GO:0060039,7,2,2
GO:0030574,3,2,3
GO:0072219,4,1,0
GO:2000534,8,3,0
GO:2000768,12,3,0
GO:2001191,9,4,1
GO:0014741,7,3,2
GO:0038003,6,1,3
GO:0019362,8,2,3
GO:1901210,10,2,1
GO:0007289,8,2,2
GO:0009210,10,3,2
GO:0071461,3,1,0
GO:0090050,13,3,0
GO:0086017,11,2,1
GO:2001286,7,2,2
GO:0030185,5,1,0
GO:0046463,7,3,3
GO:0032714,10,3,0
GO:0008089,9,1,4
GO:0061614,10,2,3
GO:1905772,11,3,1
GO:1905933,6,3,1
GO:0099552,11,2,1
GO:0045916,9,4,4
GO:0098905,12,2,0
GO:0050942,6,4,1
GO:0072091,5,2,4
GO:1902203,10,3,0
GO:2001287,8,3,0
GO:1903442,6,2,0
GO:0007379,7,2,2
GO:0019659,8,3,1
GO:1902902,9,4,0
GO:0042450,11,2,0
GO:0099639,9,2,1
GO:1904936,9,1,1
GO:0033043,5,2,21
GO:0002043,11,2,3
GO:0002894,11,5,1
GO:0060595,9,2,0
GO:1903744,12,4,0
GO:0046105,10,2,0
GO:0006287,9,2,0
GO:0038166,8,2,5
GO:0032832,14,4,1
GO:0002728,11,4,0
GO:0055002,6,2,1
GO:0070682,7,1,0
GO:0072584,6,1,3
GO:0014020,10,2,2
GO:2000300,11,3,3
GO:2000272,7,2,5
GO:1904613,6,2,0
GO:1904825,10,1,1
GO:1901027,7,1,0
GO:0061383,4,1,3
GO:0002249,7,1,3
GO:1905215,5,2,0
GO:0098953,4,2,1
GO:0002661,8,2,2
GO:2000521,8,3,0
GO:0010164,5,1,0
GO:0015847,6,2,0
GO:0060437,7,2,1
GO:0009301,10,2,2
GO:0048075,6,3,0
GO:0009414,5,2,1
GO:0010189,6,5,0
GO:1902093,9,5,1
GO:0032847,9,3,3
GO:0061853,6,2,1
GO:0046688,5,1,2
GO:1905180,7,3,0
GO:0035090,5,2,1
GO:0060766,11,3,0
GO:0048662,6,3,1
GO:1905483,10,2,2
GO:0032375,9,3,4
GO:1905242,5,4,1
GO:0086073,10,3,0
GO:0046486,5,1,4
GO:0010694,10,2,0
GO:0060682,14,2,0
GO:0006995,7,2,0
GO:0072750,7,3,0
GO:0141061,3,1,1
GO:0043418,8,4,0
GO:1903050,7,2,4
GO:1903942,5,3,0
GO:0003422,11,2,2
GO:1902442,8,2,1
GO:1904845,6,4,0
GO:0033869,8,2,2
GO:0042491,11,2,5
GO:0106020,6,3,2
GO:0002442,8,2,2
GO:0044088,6,2,3
GO:0001985,11,2,0
GO:0003284,10,1,1
GO:0170033,7,1,13
GO:0001545,10,3,0
GO:1903311,8,2,6
GO:1902109,9,2,0
GO:1902996,7,2,2
GO:2000811,7,3,0
GO:0006121,10,2,0
GO:1904717,10,2,1
GO:0071315,8,2,0
GO:0071674,5,1,8
GO:0043113,6,1,8
GO:0098700,7,3,1
GO:0015817,7,3,1
GO:0002204,11,2,1
GO:0002940,12,1,0
GO:0021785,15,1,1
GO:0046136,6,3,3
GO:0006562,10,2,1
GO:0120302,6,2,0
GO:1904706,7,3,0
GO:0051258,6,1,7
GO:0044283,3,2,10
GO:0110057,9,2,1
GO:2000353,8,3,0
GO:0030853,10,3,1
GO:0019060,8,2,0
GO:0060800,10,3,1
GO:0055130,9,3,0
GO:0042699,10,3,0
GO:0061100,10,2,0
GO:1902524,13,3,0
GO:0021933,11,1,0
GO:1903215,10,3,0
GO:1905340,9,2,1
GO:0006117,4,1,0
GO:0009199,8,1,4
GO:0097694,5,1,2
GO:0140074,6,1,2
GO:0035568,9,2,1
GO:0051902,7,3,0
GO:0008610,4,2,12
GO:0006264,9,2,3
GO:1905012,14,4,0
GO:1903352,9,2,2
GO:0017196,9,2,0
GO:0001915,9,4,1
GO:0051913,11,2,1
GO:2000777,12,2,0
GO:0000451,12,1,0
GO:0017185,8,2,1
GO:0045542,10,5,0
GO:0071407,5,2,43
GO:0071372,7,2,0
GO:2000242,4,3,18
GO:0055129,11,3,0
GO:0070741,5,1,1
GO:0032596,9,3,1
GO:0031452,12,4,2
GO:0007350,7,2,2
GO:0033686,12,3,0
GO:0048886,10,3,2
GO:0086048,12,2,0
GO:0009887,4,2,29
GO:0001820,7,2,4
GO:0021754,11,2,0
GO:0120222,9,2,0
GO:0008064,9,3,2
GO:1900625,8,3,0
GO:0072190,7,2,0
GO:0061339,3,1,1
GO:0006781,12,3,0
GO:0006760,5,2,6
GO:0071706,7,1,7
GO:1904105,9,3,0
GO:0032495,5,2,2
GO:0002767,7,2,2
GO:0007253,13,2,0
GO:0000387,12,2,1
GO:0006465,8,2,0
GO:0062044,10,3,1
GO:0032648,10,2,2
GO:0120009,6,2,1
GO:0016480,11,3,0
GO:0030071,10,3,3
GO:0044205,12,1,0
GO:0042374,6,1,1
GO:0002469,4,1,0
GO:0038112,7,2,0
GO:0002444,4,1,10
GO:2000786,9,5,0
GO:0043622,8,2,0
GO:0033044,6,2,8
GO:0050928,7,3,0
GO:1902913,8,2,1
GO:0031585,12,3,1
GO:0010138,11,2,2
GO:1903375,9,1,0
GO:0035556,5,1,16
GO:0009744,6,1,1
GO:0006671,8,2,1
GO:0032528,6,1,2
GO:0048468,4,3,29
GO:0014878,8,2,0
GO:1901529,9,3,1
GO:1902206,9,3,0
GO:0032240,7,3,1
GO:1902635,10,2,0
GO:0072389,9,3,0
GO:1904347,9,2,1
GO:0043691,8,1,3
GO:2000766,11,3,1
GO:0035582,12,3,0
GO:1900218,13,3,0
GO:0060611,6,2,0
GO:0018272,8,2,0
GO:1904874,8,3,0
GO:0032212,11,4,0
GO:1903451,7,3,0
GO:0007567,3,2,1
GO:2001251,7,3,5
GO:0030042,9,2,4
GO:0070432,16,2,2
GO:0072179,10,2,1
GO:0010726,7,3,2
GO:0009166,8,2,11
GO:0098801,5,2,6
GO:0021545,7,1,15
GO:1904649,6,2,1
GO:1903818,12,2,4
GO:2000668,7,2,2
GO:0002622,8,3,0
GO:0043243,7,3,4
GO:0060032,8,2,0
GO:0034959,10,2,0
GO:0007130,11,4,1
GO:0036297,8,1,2
GO:0045292,12,1,2
GO:0008625,7,1,4
GO:0035962,5,1,1
GO:1905793,10,1,0
GO:0002408,8,2,2
GO:1905205,6,3,0
GO:0032206,9,4,5
GO:0044856,6,2,1
GO:0010524,12,4,0
GO:0006662,4,1,3
GO:0071499,5,2,0
GO:0006479,7,2,7
GO:1901187,9,2,2
GO:0002509,8,2,0
GO:2000318,8,3,1
GO:0006972,4,1,2
GO:0110002,12,2,0
GO:0061042,11,1,3
GO:1904566,6,3,0
GO:0060853,11,2,0
GO:1904714,7,3,2
GO:0006711,6,3,0
GO:0043568,10,3,0
GO:0002118,3,1,2
GO:0070849,4,1,1
GO:0097185,5,3,0
GO:0072344,8,2,1
GO:0072703,5,3,0
GO:0042138,7,2,3
GO:0060461,8,2,0
GO:0010482,5,2,0
GO:0002790,7,2,4
GO:0036016,6,2,0
GO:0001803,10,4,1
GO:0010979,6,1,1
GO:0006656,8,3,4
GO:0035127,7,2,2
GO:0045064,14,2,3
GO:0000723,7,2,11
GO:2000541,9,4,0
GO:0010578,7,2,0
GO:0035723,7,2,0
GO:0009646,6,1,1
GO:1901249,11,2,1
GO:0071267,12,2,2
GO:1903975,9,2,5
GO:0060404,10,2,0
GO:0071329,7,2,0
GO:0043456,13,5,2
GO:0042455,8,2,1
GO:0061300,7,1,1
GO:0006423,11,1,0
GO:0019509,13,1,0
GO:1990266,7,1,5
GO:0060571,6,1,3
GO:0090091,8,3,0
GO:0034311,6,1,4
GO:0071279,6,2,0
GO:0071625,3,1,1
GO:1900542,9,2,7
GO:1904325,11,3,0
GO:1901552,9,3,1
GO:0038066,8,1,3
GO:1904262,9,3,0
GO:0048194,7,2,1
GO:0071675,7,2,7
GO:0098884,9,3,1
GO:0036509,10,1,0
GO:0061930,12,3,1
GO:0061847,6,1,0
GO:0061624,8,2,0
GO:0010989,7,3,0
GO:0072221,12,3,1
GO:0021893,12,2,0
GO:0046633,7,2,6
GO:0015961,9,2,3
GO:0070951,11,2,1
GO:0099612,5,1,2
GO:0019049,8,2,0
GO:1990416,6,1,0
GO:0035023,9,2,3
GO:0006747,10,2,0
GO:0035283,7,2,1
GO:0015812,7,3,3
GO:0002484,6,1,2
GO:1903959,7,3,4
GO:0099118,7,3,1
GO:0010523,12,4,0
GO:0034250,6,3,5
GO:0006393,10,3,0
GO:0021978,10,3,1
GO:2000571,15,2,1
GO:0035685,10,3,0
GO:0031272,8,2,1
GO:1903713,8,3,1
GO:1900738,8,3,0
GO:0032831,14,4,1
GO:0034157,17,3,0
GO:0002583,5,2,4
GO:0010186,7,3,0
GO:0048521,5,3,3
GO:0097067,6,2,1
GO:0035284,8,3,0
GO:0060738,8,2,1
GO:0062035,7,1,1
GO:0006225,11,3,0
GO:0061015,9,2,0
GO:0120187,9,3,0
GO:0099587,6,2,2
GO:0060159,10,2,3
GO:0014821,6,1,5
GO:0021891,13,2,2
GO:0010968,10,2,2
GO:0002194,4,1,0
GO:0002733,11,3,1
GO:2000471,6,2,1
GO:0042594,5,2,6
GO:0003306,8,2,4
GO:0060452,9,4,0
GO:1901301,9,2,1
GO:0035508,11,2,0
GO:0090201,9,4,0
GO:0071470,5,3,7
GO:1904382,10,3,0
GO:2000510,9,4,1
GO:2000594,15,3,0
GO:0097080,5,1,0
GO:1904204,8,3,2
GO:0072183,12,4,1
GO:2000287,8,3,0
GO:0061743,7,1,0
GO:0051352,5,2,1
GO:0071539,9,1,4
GO:0021895,10,2,2
GO:0034355,12,3,0
GO:0051590,6,3,2
GO:0021830,13,1,2
GO:0071831,6,1,0
GO:0051611,8,2,1
GO:0030038,10,1,1
GO:0030205,8,4,2
GO:0120180,6,2,1
GO:0044407,6,2,2
GO:0055015,10,2,1
GO:0060720,11,2,1
GO:0046337,7,1,4
GO:0141007,7,1,0
GO:0046160,7,1,1
GO:0031945,8,5,1
GO:0045604,7,3,4
GO:0021631,9,2,2
GO:0060083,8,2,0
GO:0046361,9,1,2
GO:0015804,6,1,13
GO:0048352,7,2,0
GO:1905365,8,2,1
GO:1990611,12,3,1
GO:0042158,6,3,1
GO:0060349,7,3,3
GO:1905666,7,2,3
GO:0002480,6,1,0
GO:0002436,4,1,2
GO:2000654,7,3,1
GO:2000548,9,3,0
GO:0006376,13,2,2
GO:0010458,8,2,3
GO:1905446,10,2,2
GO:0001662,5,2,2
GO:0110096,5,2,4
GO:0042791,11,2,0
GO:0034369,7,3,4
GO:0032901,5,3,0
GO:0006438,11,1,0
GO:0061626,10,2,0
GO:0061975,7,1,0
GO:0061792,7,2,1
GO:0015868,8,2,11
GO:0180011,8,1,0
GO:0031453,12,4,1
GO:0009855,6,1,2
GO:0001554,9,2,1
GO:1903526,8,3,0
GO:0034125,16,3,0
GO:1903789,8,3,1
GO:0070661,3,1,8
GO:0043066,6,3,15
GO:0099170,10,1,2
GO:0001946,9,3,4
GO:1900281,13,4,0
GO:0061443,8,2,2
GO:0017085,4,1,2
GO:0038163,8,1,0
GO:0090193,10,3,1
GO:0050960,7,2,2
GO:0070462,9,1,0
GO:0009136,9,2,2
GO:0038155,7,1,0
GO:0010731,6,1,2
GO:0072287,12,3,0
GO:0061982,5,1,10
GO:0009786,5,2,1
GO:0046719,4,2,3
GO:2001034,11,3,0
GO:0048730,6,2,1
GO:0045143,9,2,5
GO:0021872,9,2,3
GO:0110025,11,2,1
GO:0075136,5,2,1
GO:0001982,10,2,1
GO:1904568,6,3,0
GO:2001187,10,3,2
GO:0035879,10,1,0
GO:0021902,12,1,0
GO:1903039,7,3,3
GO:0090269,7,1,3
GO:0071976,3,1,0
GO:1903774,7,3,0
GO:0120093,8,2,1
GO:0006974,4,1,5
GO:0002780,11,2,4
GO:0007161,5,1,0
GO:0006274,9,2,1
GO:0071830,5,1,2
GO:0015722,9,2,0
GO:0047496,8,2,6
GO:0002397,7,1,1
GO:0060967,11,4,1
GO:1901508,8,3,1
GO:2000678,6,2,2
GO:1904996,8,3,2
GO:0000244,13,1,0
GO:0010312,7,2,0
GO:1904914,6,3,0
GO:0042127,4,2,27
GO:0018364,8,1,0
GO:0032636,7,1,2
GO:0048710,10,2,3
GO:0002851,11,5,0
GO:0090257,5,2,4
GO:0035746,7,1,2
GO:0000480,12,2,0
GO:0002441,8,3,2
GO:0018969,6,3,0
GO:1901185,10,3,2
GO:0120189,10,4,0
GO:0071545,7,3,1
GO:0072524,4,4,8
GO:0048882,7,2,2
GO:0034653,10,4,0
GO:0014860,10,2,0
GO:0003418,11,2,2
GO:0001759,7,4,3
GO:0051280,12,4,1
GO:0045728,5,1,0
GO:0090171,9,2,1
GO:0070316,6,2,2
GO:0033144,10,3,3
GO:1900107,11,2,1
GO:1904569,12,2,1
GO:0006921,6,2,1
GO:0032205,9,4,6
GO:0045200,12,2,0
GO:0042775,9,1,7
GO:0060161,11,3,1
GO:0006436,11,1,1
GO:0006552,10,3,0
GO:1904907,10,2,1
GO:1900543,10,3,4
GO:0032527,8,1,4
GO:0051225,8,3,6
GO:0000717,9,2,0
GO:0002503,8,3,0
GO:0086009,4,1,3
GO:0006505,8,2,2
GO:1902692,9,2,2
GO:0032207,10,4,1
GO:0050728,7,4,6
GO:0065008,2,1,34
GO:0010034,4,2,0
GO:0035372,8,1,5
GO:0010575,10,3,0
GO:0140199,11,3,0
GO:0071580,10,3,2
GO:0051683,4,3,0
GO:0062111,10,1,5
GO:0002920,5,2,5
GO:0060911,8,2,4
GO:0031670,6,3,4
GO:0090399,3,1,0
GO:2000060,10,4,1
GO:0051685,7,2,0
GO:0010506,6,2,5
GO:0010496,4,2,2
GO:0015966,10,2,0
GO:0050982,4,3,2
GO:0014827,7,2,2
GO:0055059,10,3,1
GO:0032715,10,3,0
GO:0048679,13,4,3
GO:0010888,6,3,2
GO:0032691,11,3,0
GO:0030329,5,1,1
GO:1900122,6,2,3
GO:2000821,5,2,0
GO:1904441,8,2,1
GO:0033342,5,2,0
GO:0034199,12,1,0
GO:0072554,9,2,0
GO:0031503,2,1,18
GO:2000401,8,2,4
GO:0098734,6,1,1
GO:0001919,6,3,2
