"ENSEMBL","GO"
"ENSG00000164951","GO:0006470"
"ENSG00000164953","GO:0010826"
"ENSG00000164961","GO:0001556"
"ENSG00000164967","GO:0001682"
"ENSG00000164972","GO:0007283"
"ENSG00000164975","GO:0006366"
"ENSG00000164976","GO:0005975"
"ENSG00000164978","GO:0006139"
"ENSG00000164983","GO:0003231"
"ENSG00000164985","GO:0000395"
"ENSG00000165006","GO:0036258"
"ENSG00000165023","GO:0007165"
"ENSG00000165025","GO:0001525"
"ENSG00000165029","GO:0002790"
"ENSG00000165030","GO:0000122"
"ENSG00000165055","GO:0030488"
"ENSG00000165059","GO:0003091"
"ENSG00000165060","GO:0006119"
"ENSG00000165066","GO:0000122"
"ENSG00000165072","GO:0007399"
"ENSG00000165076","GO:0006508"
"ENSG00000165078","GO:0006508"
"ENSG00000165091","GO:0050910"
"ENSG00000165092","GO:0001523"
"ENSG00000165097","GO:0000122"
"ENSG00000165102","GO:0007041"
"ENSG00000165105","GO:0016192"
"ENSG00000165113","GO:0007165"
"ENSG00000165115","GO:0003351"
"ENSG00000165118","GO:0008150"
"ENSG00000165119","GO:0000398"
"ENSG00000165124","GO:0003017"
"ENSG00000165125","GO:0006816"
"ENSG00000165131","GO:0007342"
"ENSG00000165138","GO:0001701"
"ENSG00000165140","GO:0000122"
"ENSG00000165152","GO:0006506"
"ENSG00000165156","GO:0000122"
"ENSG00000165164","GO:0007288"
"ENSG00000165168","GO:0006801"
"ENSG00000165169","GO:0007018"
"ENSG00000165171","GO:0008152"
"ENSG00000165175","GO:0006629"
"ENSG00000165178","GO:0042554"
"ENSG00000165181","GO:0000712"
"ENSG00000165186","GO:0007224"
"ENSG00000165188","GO:0000209"
"ENSG00000165192","GO:0016567"
"ENSG00000165194","GO:0007155"
"ENSG00000165195","GO:0006506"
"ENSG00000165197","GO:0001666"
"ENSG00000165202","GO:0007165"
"ENSG00000165204","GO:0007186"
"ENSG00000165209","GO:0007286"
"ENSG00000165215","GO:0001666"
"ENSG00000165219","GO:0006897"
"ENSG00000165233","GO:0043124"
"ENSG00000165238","GO:0006468"
"ENSG00000165240","GO:0001568"
"ENSG00000165244","GO:0006357"
"ENSG00000165246","GO:0007158"
"ENSG00000165259","GO:0006357"
"ENSG00000165264","GO:0006120"
"ENSG00000165269","GO:0006833"
"ENSG00000165271","GO:0006364"
"ENSG00000165272","GO:0002684"
"ENSG00000165275","GO:0002939"
"ENSG00000165280","GO:0006281"
"ENSG00000165282","GO:0006506"
"ENSG00000165283","GO:0006874"
"ENSG00000165288","GO:0006357"
"ENSG00000165300","GO:0007268"
"ENSG00000165304","GO:0000086"
"ENSG00000165312","GO:0070536"
"ENSG00000165322","GO:0002011"
"ENSG00000165323","GO:0000902"
"ENSG00000165325","GO:0007099"
"ENSG00000165338","GO:0016567"
"ENSG00000165349","GO:0006865"
"ENSG00000165355","GO:0016567"
"ENSG00000165359","GO:0034472"
"ENSG00000165370","GO:0071880"
"ENSG00000165376","GO:0016338"
"ENSG00000165379","GO:0043031"
"ENSG00000165383","GO:0007165"
"ENSG00000165389","GO:0008104"
"ENSG00000165392","GO:0000723"
"ENSG00000165406","GO:0000209"
"ENSG00000165409","GO:0007166"
"ENSG00000165410","GO:0007519"
"ENSG00000165416","GO:0007051"
"ENSG00000165417","GO:0006366"
"ENSG00000165434","GO:0006006"
"ENSG00000165449","GO:0015718"
"ENSG00000165457","GO:0006954"
"ENSG00000165458","GO:0001958"
"ENSG00000165462","GO:0003357"
"ENSG00000165471","GO:0001867"
"ENSG00000165474","GO:0002931"
"ENSG00000165475","GO:0006631"
"ENSG00000165476","GO:0006998"
"ENSG00000165478","GO:0007049"
"ENSG00000165480","GO:0000278"
"ENSG00000165487","GO:0006851"
"ENSG00000165490","GO:0006915"
"ENSG00000165494","GO:0006369"
"ENSG00000165495","GO:0006357"
"ENSG00000165496","GO:0000027"
"ENSG00000165501","GO:0007165"
"ENSG00000165502","GO:0006412"
"ENSG00000165506","GO:0001701"
"ENSG00000165507","GO:0006914"
"ENSG00000165509","GO:0000122"
"ENSG00000165512","GO:0006355"
"ENSG00000165516","GO:0016567"
"ENSG00000165521","GO:0008150"
"ENSG00000165525","GO:0051168"
"ENSG00000165526","GO:0006364"
"ENSG00000165527","GO:0001889"
"ENSG00000165533","GO:0001736"
"ENSG00000165548","GO:0003094"
"ENSG00000165553","GO:0001666"
"ENSG00000165555","GO:0008150"
"ENSG00000165556","GO:0000122"
"ENSG00000165566","GO:0007398"
"ENSG00000165572","GO:0006986"
"ENSG00000165583","GO:0006355"
"ENSG00000165584","GO:0006355"
"ENSG00000165588","GO:0006357"
"ENSG00000165591","GO:0016042"
"ENSG00000165606","GO:0001764"
"ENSG00000165609","GO:0006338"
"ENSG00000165617","GO:0000122"
"ENSG00000165621","GO:0007186"
"ENSG00000165623","GO:0001649"
"ENSG00000165629","GO:0006119"
"ENSG00000165630","GO:0000350"
"ENSG00000165632","GO:0000122"
"ENSG00000165633","GO:0001935"
"ENSG00000165637","GO:0006820"
"ENSG00000165643","GO:0006357"
"ENSG00000165644","GO:0032259"
"ENSG00000165646","GO:0001975"
"ENSG00000165650","GO:0006869"
"ENSG00000165655","GO:0008285"
"ENSG00000165660","GO:0000278"
"ENSG00000165661","GO:0006457"
"ENSG00000165671","GO:0000122"
"ENSG00000165672","GO:0001893"
"ENSG00000165675","GO:0007624"
"ENSG00000165678","GO:0006851"
"ENSG00000165682","GO:0006952"
"ENSG00000165684","GO:0042795"
"ENSG00000165685","GO:0008150"
"ENSG00000165688","GO:0006627"
"ENSG00000165689","GO:0007049"
"ENSG00000165694","GO:0007399"
"ENSG00000165695","GO:0016310"
"ENSG00000165698","GO:0035082"
"ENSG00000165699","GO:0001822"
"ENSG00000165702","GO:0000122"
"ENSG00000165704","GO:0001913"
"ENSG00000165714","GO:0032418"
"ENSG00000165730","GO:0006357"
"ENSG00000165731","GO:0000165"
"ENSG00000165732","GO:0001649"
"ENSG00000165733","GO:0000462"
"ENSG00000165752","GO:0016310"
"ENSG00000165757","GO:0007155"
"ENSG00000165762","GO:0007186"
"ENSG00000165775","GO:0000422"
"ENSG00000165782","GO:0006644"
"ENSG00000165792","GO:0006412"
"ENSG00000165794","GO:0006829"
"ENSG00000165795","GO:0001818"
"ENSG00000165799","GO:0019731"
"ENSG00000165801","GO:0007411"
"ENSG00000165802","GO:0035307"
"ENSG00000165804","GO:0000122"
"ENSG00000165805","GO:0016973"
"ENSG00000165806","GO:0006508"
"ENSG00000165810","GO:0001817"
"ENSG00000165813","GO:0009617"
"ENSG00000165816","GO:0007161"
"ENSG00000165819","GO:0000398"
"ENSG00000165821","GO:0001654"
"ENSG00000165828","GO:0006974"
"ENSG00000165832","GO:0006397"
"ENSG00000165841","GO:0001676"
"ENSG00000165861","GO:0009267"
"ENSG00000165868","GO:0008150"
"ENSG00000165879","GO:0046825"
"ENSG00000165887","GO:0000122"
"ENSG00000165891","GO:0000122"
"ENSG00000165895","GO:0003085"
"ENSG00000165898","GO:0016226"
"ENSG00000165899","GO:0046373"
"ENSG00000165905","GO:0006493"
"ENSG00000165912","GO:0006897"
"ENSG00000165914","GO:0046854"
"ENSG00000165915","GO:0006829"
"ENSG00000165916","GO:0043161"
"ENSG00000165917","GO:0007268"
"ENSG00000165923","GO:0006508"
"ENSG00000165934","GO:0006378"
"ENSG00000165943","GO:0001844"
"ENSG00000165948","GO:0006915"
"ENSG00000165949","GO:0000122"
"ENSG00000165953","GO:0006094"
"ENSG00000165959","GO:0007097"
"ENSG00000165970","GO:0006836"
"ENSG00000165972","GO:0035720"
"ENSG00000165973","GO:0007399"
"ENSG00000165983","GO:0009056"
"ENSG00000165985","GO:0050807"
"ENSG00000165995","GO:0007268"
"ENSG00000165996","GO:0030148"
"ENSG00000165997","GO:0006886"
"ENSG00000166002","GO:0008150"
"ENSG00000166004","GO:0007099"
"ENSG00000166006","GO:0001508"
"ENSG00000166012","GO:0006355"
"ENSG00000166016","GO:0097237"
"ENSG00000166025","GO:0001525"
"ENSG00000166033","GO:0001890"
"ENSG00000166035","GO:0006633"
"ENSG00000166037","GO:0007286"
"ENSG00000166046","GO:0007165"
"ENSG00000166049","GO:0006357"
"ENSG00000166068","GO:0006469"
"ENSG00000166073","GO:0007186"
"ENSG00000166086","GO:0001525"
"ENSG00000166090","GO:0002437"
"ENSG00000166091","GO:0006935"
"ENSG00000166105","GO:0005975"
"ENSG00000166106","GO:0006508"
"ENSG00000166111","GO:0055085"
"ENSG00000166118","GO:0007283"
"ENSG00000166123","GO:0006103"
"ENSG00000166126","GO:0006898"
"ENSG00000166128","GO:0006904"
"ENSG00000166130","GO:0010165"
"ENSG00000166133","GO:0000455"
"ENSG00000166135","GO:0043433"
"ENSG00000166136","GO:0006120"
"ENSG00000166140","GO:0009838"
"ENSG00000166143","GO:0042325"
"ENSG00000166145","GO:0001843"
"ENSG00000166147","GO:0001501"
"ENSG00000166148","GO:0001992"
"ENSG00000166153","GO:0035556"
"ENSG00000166159","GO:0007411"
"ENSG00000166160","GO:0007186"
"ENSG00000166164","GO:0006338"
"ENSG00000166165","GO:0016310"
"ENSG00000166166","GO:0030488"
"ENSG00000166167","GO:0000209"
"ENSG00000166169","GO:0000724"
"ENSG00000166170","GO:0006457"
"ENSG00000166171","GO:0003351"
"ENSG00000166173","GO:0006396"
"ENSG00000166181","GO:0043066"
"ENSG00000166183","GO:0009066"
"ENSG00000166188","GO:0006357"
"ENSG00000166189","GO:0006996"
"ENSG00000166192","GO:0000338"
"ENSG00000166197","GO:0000278"
"ENSG00000166199","GO:0006281"
"ENSG00000166200","GO:0000122"
"ENSG00000166206","GO:0007165"
"ENSG00000166211","GO:0001824"
"ENSG00000166220","GO:0007283"
"ENSG00000166224","GO:0001553"
"ENSG00000166225","GO:0001702"
"ENSG00000166226","GO:0006457"
"ENSG00000166228","GO:0006729"
"ENSG00000166233","GO:0000209"
"ENSG00000166246","GO:0036158"
"ENSG00000166250","GO:0048565"
"ENSG00000166257","GO:0006814"
"ENSG00000166260","GO:0006754"
"ENSG00000166261","GO:0000122"
"ENSG00000166263","GO:0006605"
"ENSG00000166265","GO:0008150"
"ENSG00000166266","GO:0000082"
"ENSG00000166268","GO:0016540"
"ENSG00000166272","GO:0030097"
"ENSG00000166275","GO:0032418"
"ENSG00000166289","GO:0006915"
"ENSG00000166292","GO:0001525"
"ENSG00000166295","GO:0007049"
"ENSG00000166311","GO:0001778"
"ENSG00000166313","GO:0000122"
"ENSG00000166317","GO:0003007"
"ENSG00000166321","GO:0006734"
"ENSG00000166323","GO:0090258"
"ENSG00000166326","GO:0001961"
"ENSG00000166329","GO:0008585"
"ENSG00000166333","GO:0000902"
"ENSG00000166337","GO:0000082"
"ENSG00000166340","GO:0006508"
"ENSG00000166341","GO:0001658"
"ENSG00000166342","GO:0007613"
"ENSG00000166347","GO:0022900"
"ENSG00000166349","GO:0002250"
"ENSG00000166352","GO:0007283"
"ENSG00000166363","GO:0007186"
"ENSG00000166368","GO:0007186"
"ENSG00000166377","GO:0006890"
"ENSG00000166387","GO:0007528"
"ENSG00000166391","GO:0006071"
"ENSG00000166394","GO:0015701"
"ENSG00000166396","GO:0010951"
"ENSG00000166398","GO:0016601"
"ENSG00000166401","GO:0010951"
"ENSG00000166402","GO:0006910"
"ENSG00000166405","GO:0006457"
"ENSG00000166407","GO:0000122"
"ENSG00000166411","GO:0005975"
"ENSG00000166415","GO:0022617"
"ENSG00000166426","GO:0007165"
"ENSG00000166428","GO:0002244"
"ENSG00000166435","GO:0010165"
"ENSG00000166439","GO:0000724"
"ENSG00000166441","GO:0002181"
"ENSG00000166444","GO:0070374"
"ENSG00000166446","GO:0045892"
"ENSG00000166450","GO:0050768"
"ENSG00000166451","GO:0007059"
"ENSG00000166452","GO:0034446"
"ENSG00000166454","GO:0006357"
"ENSG00000166471","GO:0000045"
"ENSG00000166473","GO:0050982"
"ENSG00000166477","GO:0001711"
"ENSG00000166478","GO:0006355"
"ENSG00000166479","GO:0018171"
"ENSG00000166482","GO:0007155"
"ENSG00000166483","GO:0000086"
"ENSG00000166484","GO:0000165"
"ENSG00000166501","GO:0002250"
"ENSG00000166503","GO:0006338"
"ENSG00000166507","GO:0002002"
"ENSG00000166508","GO:0000727"
"ENSG00000166509","GO:0001501"
"ENSG00000166510","GO:0008104"
"ENSG00000166523","GO:0001819"
"ENSG00000166526","GO:0000122"
"ENSG00000166527","GO:0002250"
"ENSG00000166529","GO:0006355"
"ENSG00000166532","GO:0009064"
"ENSG00000166535","GO:0052548"
"ENSG00000166548","GO:0006139"
"ENSG00000166557","GO:0006886"
"ENSG00000166558","GO:0003333"
"ENSG00000166562","GO:0006465"
"ENSG00000166569","GO:0007601"
"ENSG00000166573","GO:0007189"
"ENSG00000166575","GO:0002082"
"ENSG00000166579","GO:0000132"
"ENSG00000166582","GO:0001667"
"ENSG00000166589","GO:0007155"
"ENSG00000166592","GO:0007264"
"ENSG00000166595","GO:0007059"
"ENSG00000166596","GO:0030317"
"ENSG00000166598","GO:0001666"
"ENSG00000166603","GO:0002024"
"ENSG00000166619","GO:0007049"
"ENSG00000166634","GO:0002244"
"ENSG00000166664","GO:0007165"
"ENSG00000166669","GO:0006355"
"ENSG00000166670","GO:0006508"
"ENSG00000166676","GO:0009306"
"ENSG00000166681","GO:0007165"
"ENSG00000166682","GO:0006508"
"ENSG00000166685","GO:0000301"
"ENSG00000166689","GO:0044331"
"ENSG00000166704","GO:0006357"
"ENSG00000166710","GO:0001895"
"ENSG00000166716","GO:0006355"
"ENSG00000166736","GO:0007165"
"ENSG00000166741","GO:0006769"
"ENSG00000166743","GO:0001676"
"ENSG00000166747","GO:0006886"
"ENSG00000166750","GO:0030154"
"ENSG00000166762","GO:0009566"
"ENSG00000166780","GO:0007019"
"ENSG00000166783","GO:0006302"
"ENSG00000166788","GO:1901647"
"ENSG00000166794","GO:0000413"
"ENSG00000166796","GO:0006089"
"ENSG00000166797","GO:0007059"
"ENSG00000166800","GO:0006089"
"ENSG00000166801","GO:0006260"
"ENSG00000166803","GO:0006260"
"ENSG00000166813","GO:0007018"
"ENSG00000166816","GO:1903457"
"ENSG00000166819","GO:0006629"
"ENSG00000166821","GO:0007031"
"ENSG00000166822","GO:0006998"
"ENSG00000166823","GO:0001707"
"ENSG00000166825","GO:0001525"
"ENSG00000166828","GO:0006814"
"ENSG00000166831","GO:0030514"
"ENSG00000166833","GO:0003025"
"ENSG00000166839","GO:0007165"
"ENSG00000166840","GO:0006541"
"ENSG00000166845","GO:0008285"
"ENSG00000166847","GO:0003281"
"ENSG00000166848","GO:0000723"
"ENSG00000166851","GO:0000070"
"ENSG00000166855","GO:0006457"
"ENSG00000166856","GO:0007166"
"ENSG00000166860","GO:0000122"
"ENSG00000166862","GO:0006612"
"ENSG00000166863","GO:0007217"
"ENSG00000166866","GO:0007015"
"ENSG00000166869","GO:0008284"
"ENSG00000166881","GO:0071763"
"ENSG00000166884","GO:0007186"
"ENSG00000166886","GO:0001958"
"ENSG00000166887","GO:0006886"
"ENSG00000166888","GO:0000122"
"ENSG00000166889","GO:0000290"
"ENSG00000166896","GO:0006303"
"ENSG00000166900","GO:0006886"
"ENSG00000166902","GO:0032543"
"ENSG00000166908","GO:0010506"
"ENSG00000166913","GO:0006605"
"ENSG00000166920","GO:0009617"
"ENSG00000166922","GO:0006886"
"ENSG00000166923","GO:0000902"
"ENSG00000166924","GO:0043491"
"ENSG00000166925","GO:0000122"
"ENSG00000166926","GO:0007166"
"ENSG00000166927","GO:0007166"
"ENSG00000166928","GO:0007166"
"ENSG00000166930","GO:0007166"
"ENSG00000166938","GO:0006396"
"ENSG00000166946","GO:0007049"
"ENSG00000166947","GO:0000902"
"ENSG00000166948","GO:0018149"
"ENSG00000166949","GO:0000122"
"ENSG00000166959","GO:0007166"
"ENSG00000166961","GO:0007166"
"ENSG00000166963","GO:0000226"
"ENSG00000166965","GO:0006325"
"ENSG00000166971","GO:0001934"
"ENSG00000166974","GO:0031110"
"ENSG00000166979","GO:0008150"
"ENSG00000166986","GO:0006418"
"ENSG00000166997","GO:1903078"
"ENSG00000167004","GO:0002502"
"ENSG00000167005","GO:0006378"
"ENSG00000167014","GO:0007129"
"ENSG00000167034","GO:0001656"
"ENSG00000167037","GO:0090630"
"ENSG00000167065","GO:0016311"
"ENSG00000167074","GO:0006357"
"ENSG00000167077","GO:0007127"
"ENSG00000167080","GO:0006047"
"ENSG00000167081","GO:0001654"
"ENSG00000167083","GO:0007186"
"ENSG00000167085","GO:0000122"
"ENSG00000167088","GO:0000245"
"ENSG00000167098","GO:0007283"
"ENSG00000167100","GO:0007015"
"ENSG00000167103","GO:0001933"
"ENSG00000167107","GO:0001676"
"ENSG00000167110","GO:0006486"
"ENSG00000167112","GO:0006397"
"ENSG00000167113","GO:0006744"
"ENSG00000167114","GO:0001579"
"ENSG00000167118","GO:0002098"
"ENSG00000167123","GO:0007155"
"ENSG00000167130","GO:0006487"
"ENSG00000167131","GO:0001947"
"ENSG00000167136","GO:0001701"
"ENSG00000167139","GO:0007283"
"ENSG00000167157","GO:0006355"
"ENSG00000167165","GO:0006805"
"ENSG00000167178","GO:0007399"
"ENSG00000167182","GO:0000122"
"ENSG00000167186","GO:0006744"
"ENSG00000167191","GO:0007186"
"ENSG00000167193","GO:0001764"
"ENSG00000167194","GO:0007342"
"ENSG00000167195","GO:0007030"
"ENSG00000167196","GO:0000209"
"ENSG00000167202","GO:0006897"
"ENSG00000167207","GO:0001659"
"ENSG00000167208","GO:0015031"
"ENSG00000167210","GO:0007605"
"ENSG00000167216","GO:0031122"
"ENSG00000167220","GO:0008150"
"ENSG00000167232","GO:0000122"
"ENSG00000167244","GO:0000122"
"ENSG00000167258","GO:0006366"
"ENSG00000167261","GO:0006508"
"ENSG00000167264","GO:0002943"
"ENSG00000167272","GO:0001682"
"ENSG00000167280","GO:0006457"
"ENSG00000167281","GO:0000381"
"ENSG00000167283","GO:0015986"
"ENSG00000167286","GO:0002250"
"ENSG00000167291","GO:0001919"
"ENSG00000167306","GO:0003091"
"ENSG00000167315","GO:0006635"
"ENSG00000167323","GO:0002115"
"ENSG00000167325","GO:0000731"
"ENSG00000167332","GO:0007186"
"ENSG00000167333","GO:0000209"
"ENSG00000167346","GO:0006508"
"ENSG00000167355","GO:0007186"
"ENSG00000167359","GO:0007186"
"ENSG00000167360","GO:0007186"
"ENSG00000167363","GO:0016310"
"ENSG00000167371","GO:0031629"
"ENSG00000167377","GO:0006357"
"ENSG00000167380","GO:0006357"
"ENSG00000167384","GO:0000122"
"ENSG00000167393","GO:0006470"
"ENSG00000167394","GO:0000122"
"ENSG00000167395","GO:0006355"
"ENSG00000167397","GO:0006805"
"ENSG00000167414","GO:0007186"
"ENSG00000167419","GO:0001580"
"ENSG00000167434","GO:0006730"
"ENSG00000167447","GO:0000184"
"ENSG00000167460","GO:0001649"
"ENSG00000167461","GO:0006904"
"ENSG00000167468","GO:0006325"
"ENSG00000167470","GO:0008150"
"ENSG00000167476","GO:0003009"
"ENSG00000167491","GO:0000122"
"ENSG00000167508","GO:0006695"
"ENSG00000167513","GO:0000076"
"ENSG00000167515","GO:0006888"
"ENSG00000167522","GO:0042475"
"ENSG00000167523","GO:0000423"
"ENSG00000167524","GO:0006468"
"ENSG00000167525","GO:0006644"
"ENSG00000167526","GO:0001824"
"ENSG00000167528","GO:0000122"
"ENSG00000167531","GO:0005989"
"ENSG00000167535","GO:0006816"
"ENSG00000167543","GO:0009410"
"ENSG00000167548","GO:0001555"
"ENSG00000167549","GO:0007015"
"ENSG00000167550","GO:0007264"
"ENSG00000167552","GO:0000226"
"ENSG00000167553","GO:0000226"
"ENSG00000167554","GO:0006357"
"ENSG00000167555","GO:0006357"
"ENSG00000167562","GO:0006357"
"ENSG00000167565","GO:0006355"
"ENSG00000167566","GO:0001578"
"ENSG00000167578","GO:0015031"
"ENSG00000167580","GO:0003091"
"ENSG00000167588","GO:0006072"
"ENSG00000167600","GO:0006690"
"ENSG00000167601","GO:0001764"
"ENSG00000167604","GO:0006954"
"ENSG00000167608","GO:0034220"
"ENSG00000167612","GO:0035914"
"ENSG00000167613","GO:0002250"
"ENSG00000167614","GO:0000278"
"ENSG00000167617","GO:0007254"
"ENSG00000167619","GO:0007186"
"ENSG00000167625","GO:0006357"
"ENSG00000167632","GO:0006888"
"ENSG00000167633","GO:0006955"
"ENSG00000167634","GO:0010955"
"ENSG00000167635","GO:0006355"
"ENSG00000167637","GO:0006357"
"ENSG00000167641","GO:0042325"
"ENSG00000167642","GO:0001843"
"ENSG00000167644","GO:0008150"
"ENSG00000167645","GO:0006612"
"ENSG00000167646","GO:0007368"
"ENSG00000167653","GO:0070373"
"ENSG00000167654","GO:0006915"
"ENSG00000167656","GO:0007155"
"ENSG00000167657","GO:0006325"
"ENSG00000167658","GO:0002244"
"ENSG00000167664","GO:0001819"
"ENSG00000167670","GO:0006260"
"ENSG00000167671","GO:0016236"
"ENSG00000167674","GO:0006281"
"ENSG00000167680","GO:0001755"
"ENSG00000167685","GO:0006357"
"ENSG00000167693","GO:0001701"
"ENSG00000167695","GO:0008150"
"ENSG00000167700","GO:0055085"
"ENSG00000167701","GO:0009058"
"ENSG00000167702","GO:0007018"
"ENSG00000167703","GO:0006865"
"ENSG00000167705","GO:0008333"
"ENSG00000167711","GO:0002034"
"ENSG00000167716","GO:0006511"
"ENSG00000167720","GO:0006563"
"ENSG00000167721","GO:0000462"
"ENSG00000167723","GO:0009266"
"ENSG00000167740","GO:0030182"
"ENSG00000167741","GO:0006750"
"ENSG00000167748","GO:0003073"
"ENSG00000167749","GO:0006508"
"ENSG00000167751","GO:0006508"
"ENSG00000167754","GO:0002803"
"ENSG00000167755","GO:0007417"
"ENSG00000167757","GO:0006508"
"ENSG00000167759","GO:0006508"
"ENSG00000167766","GO:0006357"
"ENSG00000167767","GO:0031424"
"ENSG00000167768","GO:0001867"
"ENSG00000167769","GO:0006665"
"ENSG00000167770","GO:0002250"
"ENSG00000167771","GO:0006357"
"ENSG00000167772","GO:0001525"
"ENSG00000167775","GO:0006897"
"ENSG00000167779","GO:0007165"
"ENSG00000167780","GO:0008203"
"ENSG00000167785","GO:0000122"
"ENSG00000167791","GO:0007165"
"ENSG00000167792","GO:0006120"
"ENSG00000167797","GO:0070507"
"ENSG00000167799","GO:0015938"
"ENSG00000167800","GO:0001708"
"ENSG00000167815","GO:0002357"
"ENSG00000167822","GO:0007186"
"ENSG00000167825","GO:0007165"
"ENSG00000167840","GO:0006357"
"ENSG00000167842","GO:0000070"
"ENSG00000167850","GO:0002376"
"ENSG00000167851","GO:0002376"
"ENSG00000167858","GO:0060271"
"ENSG00000167862","GO:0032543"
"ENSG00000167863","GO:0015986"
"ENSG00000167874","GO:0016055"
"ENSG00000167880","GO:0002786"
"ENSG00000167881","GO:0006614"
"ENSG00000167889","GO:0006487"
"ENSG00000167895","GO:0006882"
"ENSG00000167900","GO:0006139"
"ENSG00000167904","GO:0006629"
"ENSG00000167910","GO:0006699"
"ENSG00000167914","GO:0042742"
"ENSG00000167916","GO:0008150"
"ENSG00000167925","GO:0008150"
"ENSG00000167930","GO:0008150"
"ENSG00000167941","GO:0001503"
"ENSG00000167962","GO:0006513"
"ENSG00000167964","GO:0017157"
"ENSG00000167965","GO:0006974"
"ENSG00000167967","GO:0000122"
"ENSG00000167968","GO:0001942"
"ENSG00000167969","GO:0006635"
"ENSG00000167971","GO:0007165"
"ENSG00000167972","GO:0006855"
"ENSG00000167977","GO:0043161"
"ENSG00000167978","GO:0000398"
"ENSG00000167981","GO:0006357"
"ENSG00000167984","GO:0007249"
"ENSG00000167985","GO:0006099"
"ENSG00000167986","GO:0006281"
"ENSG00000167987","GO:0006612"
"ENSG00000167992","GO:0098586"
"ENSG00000167994","GO:0006887"
"ENSG00000167995","GO:0006821"
"ENSG00000167996","GO:0006826"
"ENSG00000168000","GO:0016042"
"ENSG00000168002","GO:0000291"
"ENSG00000168003","GO:0005975"
"ENSG00000168004","GO:0070292"
"ENSG00000168005","GO:0006974"
"ENSG00000168010","GO:0000045"
"ENSG00000168014","GO:0001701"
"ENSG00000168026","GO:0007286"
"ENSG00000168028","GO:0000028"
"ENSG00000168032","GO:0009134"
"ENSG00000168036","GO:0000122"
"ENSG00000168038","GO:0000226"
"ENSG00000168040","GO:0001822"
"ENSG00000168056","GO:0002062"
"ENSG00000168060","GO:0006508"
"ENSG00000168061","GO:0051225"
"ENSG00000168062","GO:0006357"
"ENSG00000168065","GO:0006811"
"ENSG00000168066","GO:0000245"
"ENSG00000168067","GO:0006468"
"ENSG00000168070","GO:0007129"
"ENSG00000168071","GO:0001819"
"ENSG00000168077","GO:0006897"
"ENSG00000168078","GO:0000278"
"ENSG00000168079","GO:0006879"
"ENSG00000168081","GO:0007165"
"ENSG00000168090","GO:0000338"
"ENSG00000168092","GO:0006629"
"ENSG00000168101","GO:2001033"
"ENSG00000168116","GO:0016925"
"ENSG00000168118","GO:0015031"
"ENSG00000168124","GO:0007165"
"ENSG00000168126","GO:0007186"
"ENSG00000168131","GO:0007186"
"ENSG00000168135","GO:0006813"
"ENSG00000168137","GO:0006338"
"ENSG00000168140","GO:0010719"
"ENSG00000168143","GO:0007165"
"ENSG00000168148","GO:0006325"
"ENSG00000168152","GO:0006310"
"ENSG00000168158","GO:0007186"
"ENSG00000168159","GO:0008284"
"ENSG00000168172","GO:0007032"
"ENSG00000168209","GO:0001666"
"ENSG00000168214","GO:0000122"
"ENSG00000168216","GO:0007369"
"ENSG00000168228","GO:0031167"
"ENSG00000168229","GO:0006954"
"ENSG00000168234","GO:0032474"
"ENSG00000168237","GO:0006468"
"ENSG00000168243","GO:0007186"
"ENSG00000168256","GO:0006954"
"ENSG00000168259","GO:0006457"
"ENSG00000168263","GO:0034765"
"ENSG00000168264","GO:0000122"
"ENSG00000168267","GO:0006355"
"ENSG00000168269","GO:0006357"
"ENSG00000168273","GO:0033617"
"ENSG00000168275","GO:0008535"
"ENSG00000168280","GO:0006996"
"ENSG00000168282","GO:0006487"
"ENSG00000168283","GO:0000122"
"ENSG00000168286","GO:0000122"
"ENSG00000168288","GO:0009235"
"ENSG00000168291","GO:0006006"
"ENSG00000168297","GO:0006622"
"ENSG00000168298","GO:0000122"
"ENSG00000168300","GO:0016567"
"ENSG00000168301","GO:0006511"
"ENSG00000168303","GO:0007049"
"ENSG00000168306","GO:0000038"
"ENSG00000168309","GO:0001558"
"ENSG00000168310","GO:0000122"
"ENSG00000168314","GO:0007399"
"ENSG00000168329","GO:0002052"
"ENSG00000168333","GO:0030154"
"ENSG00000168334","GO:0007015"
"ENSG00000168348","GO:0000122"
"ENSG00000168350","GO:0006667"
"ENSG00000168356","GO:0001966"
"ENSG00000168374","GO:0006886"
"ENSG00000168385","GO:0007224"
"ENSG00000168386","GO:0008150"
"ENSG00000168389","GO:0003406"
"ENSG00000168393","GO:0006227"
"ENSG00000168394","GO:0002250"
"ENSG00000168395","GO:0001558"
"ENSG00000168397","GO:0000045"
"ENSG00000168398","GO:0006939"
"ENSG00000168404","GO:0007166"
"ENSG00000168405","GO:0030111"
"ENSG00000168411","GO:0000724"
"ENSG00000168412","GO:0007186"
"ENSG00000168418","GO:0034765"
"ENSG00000168421","GO:0006355"
"ENSG00000168434","GO:0000301"
"ENSG00000168438","GO:0000398"
"ENSG00000168439","GO:0098761"
"ENSG00000168447","GO:0002269"
"ENSG00000168453","GO:0006338"
"ENSG00000168454","GO:0007283"
"ENSG00000168461","GO:0006886"
"ENSG00000168476","GO:0006998"
"ENSG00000168481","GO:0006887"
"ENSG00000168484","GO:0007585"
"ENSG00000168487","GO:0001501"
"ENSG00000168488","GO:0016071"
"ENSG00000168490","GO:0008104"
