"ENSEMBL","GO"
"ENSG00000104755","GO:0006508"
"ENSG00000104756","GO:0016567"
"ENSG00000104760","GO:0002250"
"ENSG00000104763","GO:0006631"
"ENSG00000104765","GO:0016239"
"ENSG00000104774","GO:0006013"
"ENSG00000104783","GO:0002376"
"ENSG00000104804","GO:0007601"
"ENSG00000104805","GO:0007264"
"ENSG00000104808","GO:0042843"
"ENSG00000104812","GO:0005978"
"ENSG00000104814","GO:0006468"
"ENSG00000104818","GO:0007186"
"ENSG00000104823","GO:0006635"
"ENSG00000104824","GO:0000381"
"ENSG00000104825","GO:0006351"
"ENSG00000104826","GO:0006701"
"ENSG00000104827","GO:0006915"
"ENSG00000104833","GO:0000226"
"ENSG00000104835","GO:0006434"
"ENSG00000104848","GO:0034765"
"ENSG00000104852","GO:0000398"
"ENSG00000104853","GO:0030154"
"ENSG00000104856","GO:0006954"
"ENSG00000104859","GO:0006397"
"ENSG00000104863","GO:0006887"
"ENSG00000104870","GO:0002416"
"ENSG00000104872","GO:0000492"
"ENSG00000104879","GO:0016310"
"ENSG00000104880","GO:0007264"
"ENSG00000104881","GO:0000122"
"ENSG00000104883","GO:0016559"
"ENSG00000104884","GO:0000462"
"ENSG00000104885","GO:0000077"
"ENSG00000104886","GO:0001881"
"ENSG00000104888","GO:0003407"
"ENSG00000104889","GO:0006260"
"ENSG00000104892","GO:0007018"
"ENSG00000104897","GO:0000245"
"ENSG00000104899","GO:0001541"
"ENSG00000104901","GO:0007341"
"ENSG00000104903","GO:0001955"
"ENSG00000104904","GO:0006596"
"ENSG00000104907","GO:0002940"
"ENSG00000104915","GO:0006886"
"ENSG00000104918","GO:0007165"
"ENSG00000104921","GO:0002450"
"ENSG00000104936","GO:0002028"
"ENSG00000104938","GO:0002250"
"ENSG00000104941","GO:0003341"
"ENSG00000104946","GO:0006914"
"ENSG00000104951","GO:0002250"
"ENSG00000104953","GO:0000122"
"ENSG00000104957","GO:0000398"
"ENSG00000104960","GO:0045944"
"ENSG00000104964","GO:0000122"
"ENSG00000104967","GO:0000381"
"ENSG00000104969","GO:0006620"
"ENSG00000104972","GO:0001915"
"ENSG00000104973","GO:0000122"
"ENSG00000104974","GO:0002250"
"ENSG00000104976","GO:0006366"
"ENSG00000104980","GO:0006626"
"ENSG00000104983","GO:0030030"
"ENSG00000104998","GO:0002827"
"ENSG00000105011","GO:0001835"
"ENSG00000105048","GO:0003009"
"ENSG00000105053","GO:0007165"
"ENSG00000105058","GO:0006915"
"ENSG00000105063","GO:0043666"
"ENSG00000105085","GO:0006357"
"ENSG00000105088","GO:0007165"
"ENSG00000105122","GO:0046580"
"ENSG00000105127","GO:0000278"
"ENSG00000105131","GO:0006629"
"ENSG00000105135","GO:0001561"
"ENSG00000105136","GO:0006357"
"ENSG00000105137","GO:0007165"
"ENSG00000105141","GO:0006508"
"ENSG00000105143","GO:0001504"
"ENSG00000105146","GO:0006468"
"ENSG00000105171","GO:0001682"
"ENSG00000105173","GO:0000079"
"ENSG00000105176","GO:0000122"
"ENSG00000105185","GO:0006915"
"ENSG00000105186","GO:0010976"
"ENSG00000105193","GO:0000462"
"ENSG00000105197","GO:0001836"
"ENSG00000105198","GO:0006644"
"ENSG00000105202","GO:0000494"
"ENSG00000105204","GO:0006281"
"ENSG00000105205","GO:0002667"
"ENSG00000105219","GO:0000079"
"ENSG00000105220","GO:0001701"
"ENSG00000105221","GO:0001934"
"ENSG00000105223","GO:0002376"
"ENSG00000105227","GO:0008366"
"ENSG00000105229","GO:0000122"
"ENSG00000105245","GO:0007399"
"ENSG00000105246","GO:0006959"
"ENSG00000105248","GO:0000349"
"ENSG00000105254","GO:0007021"
"ENSG00000105255","GO:0007049"
"ENSG00000105258","GO:0001193"
"ENSG00000105261","GO:0006357"
"ENSG00000105270","GO:0001934"
"ENSG00000105281","GO:0006865"
"ENSG00000105287","GO:0001525"
"ENSG00000105289","GO:0035633"
"ENSG00000105290","GO:0006417"
"ENSG00000105298","GO:0000398"
"ENSG00000105323","GO:0006396"
"ENSG00000105325","GO:0006281"
"ENSG00000105327","GO:0001836"
"ENSG00000105329","GO:0001570"
"ENSG00000105339","GO:0008333"
"ENSG00000105341","GO:0031146"
"ENSG00000105352","GO:0002682"
"ENSG00000105355","GO:0010890"
"ENSG00000105357","GO:0003009"
"ENSG00000105364","GO:0032543"
"ENSG00000105366","GO:0007155"
"ENSG00000105369","GO:0002250"
"ENSG00000105370","GO:0002088"
"ENSG00000105371","GO:0007155"
"ENSG00000105372","GO:0000028"
"ENSG00000105373","GO:0000027"
"ENSG00000105374","GO:0002420"
"ENSG00000105376","GO:0006909"
"ENSG00000105379","GO:0009063"
"ENSG00000105383","GO:0002765"
"ENSG00000105388","GO:0006915"
"ENSG00000105392","GO:0006355"
"ENSG00000105393","GO:0006282"
"ENSG00000105397","GO:0006468"
"ENSG00000105398","GO:0006068"
"ENSG00000105401","GO:0000079"
"ENSG00000105402","GO:0006886"
"ENSG00000105409","GO:0006883"
"ENSG00000105419","GO:0001654"
"ENSG00000105426","GO:0006470"
"ENSG00000105427","GO:0031424"
"ENSG00000105428","GO:0006511"
"ENSG00000105429","GO:0003143"
"ENSG00000105438","GO:0006621"
"ENSG00000105443","GO:0006897"
"ENSG00000105447","GO:0006260"
"ENSG00000105464","GO:0001964"
"ENSG00000105472","GO:0001503"
"ENSG00000105479","GO:0003341"
"ENSG00000105483","GO:0006915"
"ENSG00000105486","GO:0006266"
"ENSG00000105492","GO:0007155"
"ENSG00000105497","GO:0000122"
"ENSG00000105499","GO:0006644"
"ENSG00000105507","GO:0007165"
"ENSG00000105509","GO:0006024"
"ENSG00000105514","GO:0006904"
"ENSG00000105516","GO:0006357"
"ENSG00000105518","GO:0008150"
"ENSG00000105519","GO:0035556"
"ENSG00000105520","GO:0006644"
"ENSG00000105523","GO:0007165"
"ENSG00000105538","GO:0001525"
"ENSG00000105549","GO:0007283"
"ENSG00000105550","GO:0001934"
"ENSG00000105552","GO:0006550"
"ENSG00000105556","GO:0000122"
"ENSG00000105559","GO:0090263"
"ENSG00000105568","GO:0006275"
"ENSG00000105576","GO:0006606"
"ENSG00000105583","GO:0006457"
"ENSG00000105605","GO:0006816"
"ENSG00000105607","GO:0006568"
"ENSG00000105609","GO:0002250"
"ENSG00000105610","GO:0006355"
"ENSG00000105612","GO:0006259"
"ENSG00000105613","GO:0006468"
"ENSG00000105617","GO:0008150"
"ENSG00000105618","GO:0000244"
"ENSG00000105619","GO:0000723"
"ENSG00000105639","GO:0002250"
"ENSG00000105640","GO:0002181"
"ENSG00000105641","GO:0006590"
"ENSG00000105642","GO:0006813"
"ENSG00000105643","GO:0015031"
"ENSG00000105647","GO:0001678"
"ENSG00000105649","GO:0001778"
"ENSG00000105650","GO:0006198"
"ENSG00000105655","GO:0006021"
"ENSG00000105656","GO:0001701"
"ENSG00000105662","GO:0007613"
"ENSG00000105664","GO:0001501"
"ENSG00000105668","GO:0030855"
"ENSG00000105669","GO:0006888"
"ENSG00000105671","GO:0006364"
"ENSG00000105672","GO:0001707"
"ENSG00000105675","GO:0006883"
"ENSG00000105676","GO:0002244"
"ENSG00000105677","GO:0036228"
"ENSG00000105679","GO:0006006"
"ENSG00000105695","GO:0007155"
"ENSG00000105696","GO:0001658"
"ENSG00000105697","GO:0000122"
"ENSG00000105698","GO:0000430"
"ENSG00000105699","GO:0001889"
"ENSG00000105700","GO:0016192"
"ENSG00000105701","GO:0001933"
"ENSG00000105705","GO:0006397"
"ENSG00000105707","GO:0006508"
"ENSG00000105708","GO:0006357"
"ENSG00000105711","GO:0007155"
"ENSG00000105717","GO:0001654"
"ENSG00000105722","GO:0000122"
"ENSG00000105723","GO:0003073"
"ENSG00000105726","GO:0006874"
"ENSG00000105732","GO:0006357"
"ENSG00000105737","GO:0031630"
"ENSG00000105738","GO:0001654"
"ENSG00000105750","GO:0000122"
"ENSG00000105755","GO:0006749"
"ENSG00000105767","GO:0001932"
"ENSG00000105771","GO:0000184"
"ENSG00000105778","GO:0016477"
"ENSG00000105792","GO:0007288"
"ENSG00000105793","GO:0042254"
"ENSG00000105808","GO:0034260"
"ENSG00000105810","GO:0000082"
"ENSG00000105819","GO:0006627"
"ENSG00000105821","GO:0006260"
"ENSG00000105825","GO:0007596"
"ENSG00000105829","GO:0006888"
"ENSG00000105835","GO:0007165"
"ENSG00000105849","GO:0006352"
"ENSG00000105851","GO:0001525"
"ENSG00000105852","GO:0003096"
"ENSG00000105854","GO:0009636"
"ENSG00000105855","GO:0001570"
"ENSG00000105856","GO:0006357"
"ENSG00000105865","GO:0002943"
"ENSG00000105866","GO:0006357"
"ENSG00000105875","GO:0042176"
"ENSG00000105877","GO:0003356"
"ENSG00000105879","GO:0007162"
"ENSG00000105880","GO:0001501"
"ENSG00000105887","GO:0006417"
"ENSG00000105894","GO:0002232"
"ENSG00000105926","GO:0065003"
"ENSG00000105928","GO:0002839"
"ENSG00000105929","GO:0001503"
"ENSG00000105939","GO:0009615"
"ENSG00000105948","GO:0007224"
"ENSG00000105953","GO:0006091"
"ENSG00000105954","GO:0007218"
"ENSG00000105963","GO:0007166"
"ENSG00000105967","GO:0000122"
"ENSG00000105968","GO:0006325"
"ENSG00000105971","GO:0001935"
"ENSG00000105974","GO:0000122"
"ENSG00000105976","GO:0001886"
"ENSG00000105983","GO:0007165"
"ENSG00000105989","GO:0002053"
"ENSG00000105991","GO:0006357"
"ENSG00000105993","GO:0006457"
"ENSG00000105996","GO:0000122"
"ENSG00000105997","GO:0001525"
"ENSG00000106003","GO:0001541"
"ENSG00000106004","GO:0003016"
"ENSG00000106006","GO:0006357"
"ENSG00000106009","GO:0001934"
"ENSG00000106012","GO:0035108"
"ENSG00000106018","GO:0007165"
"ENSG00000106025","GO:0001525"
"ENSG00000106028","GO:0006264"
"ENSG00000106031","GO:0001501"
"ENSG00000106038","GO:0006357"
"ENSG00000106049","GO:0006574"
"ENSG00000106052","GO:0006914"
"ENSG00000106066","GO:0006508"
"ENSG00000106069","GO:0007165"
"ENSG00000106070","GO:0008286"
"ENSG00000106077","GO:0008150"
"ENSG00000106078","GO:0000578"
"ENSG00000106086","GO:0006869"
"ENSG00000106089","GO:0001956"
"ENSG00000106100","GO:0002221"
"ENSG00000106105","GO:0006418"
"ENSG00000106113","GO:0007166"
"ENSG00000106123","GO:0006468"
"ENSG00000106125","GO:0006508"
"ENSG00000106128","GO:0007166"
"ENSG00000106144","GO:0001554"
"ENSG00000106153","GO:0007005"
"ENSG00000106178","GO:0001938"
"ENSG00000106211","GO:0001895"
"ENSG00000106236","GO:0007268"
"ENSG00000106244","GO:0007165"
"ENSG00000106245","GO:0000398"
"ENSG00000106246","GO:0032543"
"ENSG00000106258","GO:0002933"
"ENSG00000106261","GO:0006357"
"ENSG00000106263","GO:0001732"
"ENSG00000106266","GO:0006886"
"ENSG00000106268","GO:0006152"
"ENSG00000106278","GO:0002244"
"ENSG00000106290","GO:0006282"
"ENSG00000106299","GO:0006900"
"ENSG00000106302","GO:0005975"
"ENSG00000106304","GO:0005975"
"ENSG00000106305","GO:0006412"
"ENSG00000106327","GO:0006826"
"ENSG00000106328","GO:0007163"
"ENSG00000106330","GO:0007507"
"ENSG00000106331","GO:0006357"
"ENSG00000106333","GO:0006508"
"ENSG00000106336","GO:0016567"
"ENSG00000106341","GO:0007417"
"ENSG00000106344","GO:0006397"
"ENSG00000106346","GO:0007283"
"ENSG00000106348","GO:0006177"
"ENSG00000106351","GO:0008150"
"ENSG00000106355","GO:0000398"
"ENSG00000106366","GO:0001525"
"ENSG00000106367","GO:0006886"
"ENSG00000106384","GO:0006071"
"ENSG00000106392","GO:0001525"
"ENSG00000106397","GO:0001701"
"ENSG00000106399","GO:0000723"
"ENSG00000106400","GO:0003015"
"ENSG00000106404","GO:0006811"
"ENSG00000106410","GO:0006357"
"ENSG00000106443","GO:0000122"
"ENSG00000106459","GO:0006357"
"ENSG00000106460","GO:0007040"
"ENSG00000106462","GO:0000082"
"ENSG00000106477","GO:0015031"
"ENSG00000106479","GO:0006355"
"ENSG00000106483","GO:0002092"
"ENSG00000106484","GO:0007498"
"ENSG00000106511","GO:0001525"
"ENSG00000106526","GO:0008150"
"ENSG00000106536","GO:0006355"
"ENSG00000106537","GO:1903169"
"ENSG00000106538","GO:0001523"
"ENSG00000106541","GO:0006954"
"ENSG00000106546","GO:0001568"
"ENSG00000106554","GO:0007007"
"ENSG00000106565","GO:0009887"
"ENSG00000106571","GO:0000122"
"ENSG00000106588","GO:0009615"
"ENSG00000106591","GO:0006412"
"ENSG00000106603","GO:0032981"
"ENSG00000106605","GO:0042167"
"ENSG00000106608","GO:0007049"
"ENSG00000106615","GO:0007165"
"ENSG00000106617","GO:0005977"
"ENSG00000106624","GO:0000122"
"ENSG00000106628","GO:0006260"
"ENSG00000106631","GO:0048738"
"ENSG00000106633","GO:0001678"
"ENSG00000106635","GO:0006338"
"ENSG00000106636","GO:0006888"
"ENSG00000106638","GO:0030968"
"ENSG00000106648","GO:0007286"
"ENSG00000106665","GO:0031122"
"ENSG00000106682","GO:0006413"
"ENSG00000106683","GO:0006468"
"ENSG00000106686","GO:0007283"
"ENSG00000106688","GO:0001662"
"ENSG00000106689","GO:0001843"
"ENSG00000106692","GO:0006486"
"ENSG00000106701","GO:0008150"
"ENSG00000106714","GO:0007155"
"ENSG00000106723","GO:0006325"
"ENSG00000106733","GO:0009435"
"ENSG00000106771","GO:0008150"
"ENSG00000106772","GO:0006915"
"ENSG00000106780","GO:0008150"
"ENSG00000106785","GO:0016567"
"ENSG00000106789","GO:0035556"
"ENSG00000106799","GO:0001501"
"ENSG00000106803","GO:0006616"
"ENSG00000106804","GO:0006935"
"ENSG00000106809","GO:0007165"
"ENSG00000106819","GO:0030282"
"ENSG00000106823","GO:0007160"
"ENSG00000106829","GO:0000122"
"ENSG00000106852","GO:0006357"
"ENSG00000106853","GO:0006691"
"ENSG00000106927","GO:0007155"
"ENSG00000106948","GO:0001837"
"ENSG00000106952","GO:0006955"
"ENSG00000106976","GO:0006897"
"ENSG00000106991","GO:0001569"
"ENSG00000106992","GO:0006172"
"ENSG00000106993","GO:0006457"
"ENSG00000107014","GO:0007165"
"ENSG00000107018","GO:0007165"
"ENSG00000107020","GO:0006935"
"ENSG00000107021","GO:0006886"
"ENSG00000107036","GO:0003330"
"ENSG00000107077","GO:0001825"
"ENSG00000107099","GO:0001771"
"ENSG00000107104","GO:0008283"
"ENSG00000107105","GO:0006355"
"ENSG00000107130","GO:0010975"
"ENSG00000107140","GO:0001934"
"ENSG00000107147","GO:0071805"
"ENSG00000107159","GO:0001666"
"ENSG00000107164","GO:0006351"
"ENSG00000107165","GO:0030318"
"ENSG00000107175","GO:0006357"
"ENSG00000107185","GO:0042147"
"ENSG00000107186","GO:0031023"
"ENSG00000107187","GO:0001890"
"ENSG00000107201","GO:0002230"
"ENSG00000107223","GO:0006355"
"ENSG00000107242","GO:0006661"
"ENSG00000107249","GO:0000122"
"ENSG00000107262","GO:0006915"
"ENSG00000107263","GO:0007165"
"ENSG00000107282","GO:0001701"
"ENSG00000107290","GO:0000165"
"ENSG00000107295","GO:0001933"
"ENSG00000107317","GO:0001516"
"ENSG00000107331","GO:0001573"
"ENSG00000107338","GO:0001525"
"ENSG00000107341","GO:0000209"
"ENSG00000107362","GO:0002084"
"ENSG00000107371","GO:0000467"
"ENSG00000107372","GO:0001701"
"ENSG00000107404","GO:0001505"
"ENSG00000107438","GO:0001666"
"ENSG00000107443","GO:0000079"
"ENSG00000107447","GO:0006259"
"ENSG00000107485","GO:0000122"
"ENSG00000107518","GO:0007186"
"ENSG00000107521","GO:0007040"
"ENSG00000107537","GO:0001561"
"ENSG00000107551","GO:0007049"
"ENSG00000107554","GO:0008360"
"ENSG00000107560","GO:0006909"
"ENSG00000107562","GO:0001666"
"ENSG00000107566","GO:0008203"
"ENSG00000107581","GO:0001732"
"ENSG00000107593","GO:0001581"
"ENSG00000107611","GO:0001894"
"ENSG00000107614","GO:0001975"
"ENSG00000107643","GO:0006468"
"ENSG00000107651","GO:0006886"
"ENSG00000107669","GO:0010498"
"ENSG00000107672","GO:0000724"
"ENSG00000107679","GO:0001553"
"ENSG00000107731","GO:0001525"
"ENSG00000107736","GO:0006816"
"ENSG00000107738","GO:0010628"
"ENSG00000107742","GO:0007416"
"ENSG00000107745","GO:0006851"
"ENSG00000107758","GO:0001913"
"ENSG00000107771","GO:0001578"
"ENSG00000107779","GO:0001525"
"ENSG00000107789","GO:0001503"
"ENSG00000107796","GO:0008217"
"ENSG00000107798","GO:0000278"
"ENSG00000107807","GO:0006357"
"ENSG00000107815","GO:0006264"
"ENSG00000107816","GO:0000281"
"ENSG00000107819","GO:0006730"
"ENSG00000107821","GO:0001503"
"ENSG00000107829","GO:0006511"
"ENSG00000107831","GO:0000165"
"ENSG00000107833","GO:0006338"
"ENSG00000107854","GO:0000209"
"ENSG00000107859","GO:0002088"
"ENSG00000107862","GO:0002263"
"ENSG00000107863","GO:0007030"
"ENSG00000107864","GO:0000122"
"ENSG00000107872","GO:0000086"
"ENSG00000107874","GO:0010936"
"ENSG00000107882","GO:0000122"
"ENSG00000107890","GO:0045599"
"ENSG00000107897","GO:0006631"
"ENSG00000107902","GO:0006796"
"ENSG00000107929","GO:0045727"
"ENSG00000107937","GO:0000079"
"ENSG00000107938","GO:0045893"
"ENSG00000107949","GO:0000079"
"ENSG00000107951","GO:0006378"
"ENSG00000107954","GO:0006417"
"ENSG00000107957","GO:0001701"
"ENSG00000107959","GO:0006508"
"ENSG00000107960","GO:0000723"
"ENSG00000107968","GO:0000165"
"ENSG00000107984","GO:0000122"
"ENSG00000108001","GO:0006357"
"ENSG00000108010","GO:0002026"
"ENSG00000108018","GO:0006892"
"ENSG00000108021","GO:0045814"
"ENSG00000108039","GO:0006508"
"ENSG00000108055","GO:0000278"
"ENSG00000108061","GO:0007165"
"ENSG00000108064","GO:0006390"
"ENSG00000108091","GO:0007010"
"ENSG00000108094","GO:0000082"
"ENSG00000108100","GO:0000086"
"ENSG00000108106","GO:0000209"
"ENSG00000108107","GO:0002181"
"ENSG00000108175","GO:0001570"
"ENSG00000108179","GO:0000413"
"ENSG00000108187","GO:0009058"
"ENSG00000108219","GO:0045747"
"ENSG00000108231","GO:0007399"
"ENSG00000108239","GO:0090630"
"ENSG00000108242","GO:0006805"
"ENSG00000108244","GO:0030855"
"ENSG00000108255","GO:0001818"
"ENSG00000108262","GO:0001957"
"ENSG00000108298","GO:0002181"
"ENSG00000108306","GO:0001662"
"ENSG00000108309","GO:0007264"
"ENSG00000108312","GO:0001188"
"ENSG00000108342","GO:0006955"
"ENSG00000108344","GO:0006511"
"ENSG00000108349","GO:0000184"
"ENSG00000108352","GO:0007186"
"ENSG00000108370","GO:0007186"
"ENSG00000108375","GO:0006511"
"ENSG00000108379","GO:0000902"
"ENSG00000108381","GO:0006083"
"ENSG00000108384","GO:0000707"
"ENSG00000108387","GO:0001764"
"ENSG00000108389","GO:0006470"
"ENSG00000108395","GO:0000122"
"ENSG00000108405","GO:0002554"
"ENSG00000108417","GO:0030855"
"ENSG00000108423","GO:0000226"
"ENSG00000108424","GO:0006404"
"ENSG00000108433","GO:0006891"
"ENSG00000108439","GO:0008615"
"ENSG00000108443","GO:0000082"
"ENSG00000108465","GO:0000079"
"ENSG00000108468","GO:0000122"
"ENSG00000108469","GO:0000278"
"ENSG00000108474","GO:0006506"
"ENSG00000108479","GO:0006012"
"ENSG00000108506","GO:0016180"
"ENSG00000108509","GO:0006357"
"ENSG00000108510","GO:0042632"
"ENSG00000108511","GO:0006357"
"ENSG00000108515","GO:0006094"
"ENSG00000108518","GO:0001843"
"ENSG00000108523","GO:0000209"
"ENSG00000108528","GO:0006094"
"ENSG00000108551","GO:0007165"
"ENSG00000108556","GO:0006936"
"ENSG00000108557","GO:0001501"
"ENSG00000108559","GO:0000055"
"ENSG00000108561","GO:0000122"
"ENSG00000108576","GO:0001666"
"ENSG00000108578","GO:0006508"
"ENSG00000108582","GO:0006518"
"ENSG00000108587","GO:0006888"
"ENSG00000108588","GO:0001649"
"ENSG00000108590","GO:0006357"
"ENSG00000108591","GO:0002181"
"ENSG00000108592","GO:0000463"
"ENSG00000108599","GO:0007165"
"ENSG00000108602","GO:0006081"
"ENSG00000108604","GO:0006337"
"ENSG00000108622","GO:0007155"
"ENSG00000108639","GO:0045055"
"ENSG00000108641","GO:0001701"
"ENSG00000108651","GO:0000462"
"ENSG00000108654","GO:0000122"
"ENSG00000108666","GO:0006886"
"ENSG00000108669","GO:0016192"
"ENSG00000108671","GO:0006511"
"ENSG00000108679","GO:0006897"
"ENSG00000108684","GO:0003026"
"ENSG00000108688","GO:0002548"
"ENSG00000108691","GO:0001525"
"ENSG00000108700","GO:0002548"
"ENSG00000108702","GO:0002548"
"ENSG00000108733","GO:0006513"
"ENSG00000108759","GO:0008544"
"ENSG00000108771","GO:0002753"
"ENSG00000108773","GO:0000122"
"ENSG00000108774","GO:0006886"
"ENSG00000108784","GO:0001573"
"ENSG00000108786","GO:0006694"
"ENSG00000108788","GO:0000122"
"ENSG00000108797","GO:0002175"
"ENSG00000108798","GO:0002357"
"ENSG00000108799","GO:0000122"
"ENSG00000108813","GO:0000122"
"ENSG00000108819","GO:0001560"
"ENSG00000108821","GO:0001501"
"ENSG00000108823","GO:0006936"
"ENSG00000108826","GO:0006412"
"ENSG00000108828","GO:0010637"
"ENSG00000108829","GO:0007165"
"ENSG00000108830","GO:0007015"
"ENSG00000108839","GO:0006629"
"ENSG00000108840","GO:0000122"
"ENSG00000108846","GO:0006805"
"ENSG00000108848","GO:0006376"
"ENSG00000108849","GO:0007218"
"ENSG00000108852","GO:0051260"
"ENSG00000108854","GO:0000122"
"ENSG00000108861","GO:0016311"
"ENSG00000108878","GO:0045933"
"ENSG00000108883","GO:0000398"
"ENSG00000108924","GO:0006357"
"ENSG00000108932","GO:0015718"
"ENSG00000108946","GO:0001707"
"ENSG00000108947","GO:0007267"
"ENSG00000108950","GO:0001934"
"ENSG00000108953","GO:0000165"
"ENSG00000108960","GO:0032880"
"ENSG00000108961","GO:0002027"
"ENSG00000108963","GO:0017183"
"ENSG00000108984","GO:0000165"
"ENSG00000109016","GO:0006656"
"ENSG00000109046","GO:0000209"
"ENSG00000109047","GO:0007165"
"ENSG00000109061","GO:0006936"
"ENSG00000109062","GO:0002009"
"ENSG00000109063","GO:0003009"
"ENSG00000109066","GO:0008150"
"ENSG00000109072","GO:0006897"
"ENSG00000109079","GO:0006915"
"ENSG00000109083","GO:0001736"
"ENSG00000109084","GO:0001558"
"ENSG00000109089","GO:0047496"
"ENSG00000109099","GO:0006915"
"ENSG00000109101","GO:0001942"
"ENSG00000109103","GO:0000281"
"ENSG00000109107","GO:0006000"
"ENSG00000109111","GO:0001825"
"ENSG00000109113","GO:0019882"
"ENSG00000109118","GO:0000122"
"ENSG00000109132","GO:0001764"
"ENSG00000109133","GO:0034976"
"ENSG00000109158","GO:0007165"
"ENSG00000109163","GO:0007186"
"ENSG00000109171","GO:0007020"
"ENSG00000109180","GO:0006897"
"ENSG00000109182","GO:0006506"
"ENSG00000109184","GO:0045116"
"ENSG00000109189","GO:0001662"
"ENSG00000109193","GO:0006068"
"ENSG00000109205","GO:0001934"
"ENSG00000109208","GO:0051930"
"ENSG00000109220","GO:0008150"
"ENSG00000109255","GO:0001659"
"ENSG00000109265","GO:0010669"
"ENSG00000109270","GO:0008104"
"ENSG00000109272","GO:0006954"
"ENSG00000109320","GO:0000122"
"ENSG00000109321","GO:0007173"
"ENSG00000109323","GO:0006516"
"ENSG00000109332","GO:0000122"
"ENSG00000109339","GO:0006468"
"ENSG00000109381","GO:0006357"
"ENSG00000109390","GO:0006120"
"ENSG00000109424","GO:0002024"
"ENSG00000109436","GO:0090630"
"ENSG00000109445","GO:0008150"
"ENSG00000109452","GO:0006661"
"ENSG00000109458","GO:0001525"
"ENSG00000109466","GO:0016567"
"ENSG00000109471","GO:0001933"
"ENSG00000109472","GO:0003214"
"ENSG00000109475","GO:0002181"
"ENSG00000109501","GO:0000122"
"ENSG00000109519","GO:0006457"
"ENSG00000109534","GO:0000454"
"ENSG00000109536","GO:0000398"
"ENSG00000109572","GO:0006885"
"ENSG00000109576","GO:0006103"
"ENSG00000109586","GO:0005975"
"ENSG00000109606","GO:0000398"
"ENSG00000109610","GO:0001666"
"ENSG00000109618","GO:0001514"
"ENSG00000109625","GO:0006508"
"ENSG00000109654","GO:0000209"
"ENSG00000109667","GO:0008645"
"ENSG00000109670","GO:0001570"
"ENSG00000109674","GO:0006284"
"ENSG00000109684","GO:0002729"
"ENSG00000109685","GO:0000122"
"ENSG00000109686","GO:0007010"
"ENSG00000109689","GO:0002115"
"ENSG00000109705","GO:0000122"
"ENSG00000109736","GO:0006915"
"ENSG00000109738","GO:0001964"
"ENSG00000109743","GO:0001952"
"ENSG00000109756","GO:0000165"
"ENSG00000109758","GO:0006508"
"ENSG00000109762","GO:0015031"
"ENSG00000109775","GO:0006508"
"ENSG00000109787","GO:0000122"
"ENSG00000109790","GO:0008150"
"ENSG00000109805","GO:0007076"
"ENSG00000109814","GO:0001702"
"ENSG00000109819","GO:0001659"
"ENSG00000109832","GO:0006406"
"ENSG00000109846","GO:0001666"
"ENSG00000109851","GO:0006357"
"ENSG00000109854","GO:0001525"
"ENSG00000109861","GO:0001913"
"ENSG00000109881","GO:0007283"
"ENSG00000109906","GO:0000122"
"ENSG00000109911","GO:0002098"
"ENSG00000109917","GO:0000226"
"ENSG00000109919","GO:0010635"
"ENSG00000109927","GO:0007160"
"ENSG00000109929","GO:0006629"
"ENSG00000109943","GO:0001768"
"ENSG00000109944","GO:0007420"
"ENSG00000109956","GO:0005975"
"ENSG00000109971","GO:0000398"
"ENSG00000109991","GO:0001666"
"ENSG00000110011","GO:0006457"
"ENSG00000110013","GO:0002682"
"ENSG00000110025","GO:0006886"
"ENSG00000110031","GO:0006355"
"ENSG00000110042","GO:0007219"
"ENSG00000110046","GO:0000045"
"ENSG00000110047","GO:0006886"
"ENSG00000110048","GO:0006686"
"ENSG00000110057","GO:0000902"
"ENSG00000110060","GO:0006400"
"ENSG00000110063","GO:0000288"
"ENSG00000110066","GO:0006281"
"ENSG00000110074","GO:0032981"
"ENSG00000110075","GO:0043666"
"ENSG00000110076","GO:0007158"
"ENSG00000110077","GO:0007166"
"ENSG00000110080","GO:0006486"
"ENSG00000110090","GO:0001676"
"ENSG00000110092","GO:0000079"
"ENSG00000110107","GO:0000077"
"ENSG00000110108","GO:0034220"
"ENSG00000110148","GO:0001696"
"ENSG00000110169","GO:0002639"
"ENSG00000110171","GO:0000209"
"ENSG00000110172","GO:0010824"
"ENSG00000110195","GO:0001947"
"ENSG00000110200","GO:0007049"
"ENSG00000110203","GO:0007155"
"ENSG00000110218","GO:0002931"
"ENSG00000110237","GO:0030036"
"ENSG00000110243","GO:0006641"
"ENSG00000110244","GO:0002227"
"ENSG00000110245","GO:0006641"
"ENSG00000110274","GO:0006281"
"ENSG00000110315","GO:0006355"
"ENSG00000110318","GO:0007052"
"ENSG00000110321","GO:0006413"
"ENSG00000110324","GO:0010507"
"ENSG00000110328","GO:0006493"
"ENSG00000110330","GO:0000209"
"ENSG00000110344","GO:0000209"
"ENSG00000110367","GO:0017148"
"ENSG00000110375","GO:0030855"
"ENSG00000110395","GO:0006511"
"ENSG00000110400","GO:0002089"
"ENSG00000110422","GO:0006468"
"ENSG00000110429","GO:0006508"
"ENSG00000110435","GO:0006086"
"ENSG00000110436","GO:0006750"
"ENSG00000110442","GO:0006814"
"ENSG00000110446","GO:0006811"
"ENSG00000110448","GO:0008037"
"ENSG00000110455","GO:0006520"
"ENSG00000110484","GO:0008150"
