,root,d+,d-
GO:0060741,3,4,0
GO:2000210,5,3,0
GO:1900069,5,3,0
GO:0072175,4,2,6
GO:0031114,5,4,2
GO:0002866,5,4,1
GO:0048392,5,2,0
GO:1903236,5,3,2
GO:1903408,5,4,0
GO:0008152,1,1,25
GO:0072107,4,4,0
GO:0051784,5,3,2
GO:0070541,5,1,0
GO:0140051,5,3,1
GO:0048477,4,2,4
GO:0031670,4,3,4
GO:1904555,5,4,1
GO:0002933,5,1,0
GO:0015770,8,1,0
GO:0031109,4,1,5
GO:0034356,8,1,0
GO:0031664,4,4,2
GO:1990079,4,1,0
GO:0043461,7,1,1
GO:0051610,5,2,2
GO:0043406,6,3,1
GO:0098915,7,3,3
GO:0005988,6,1,2
GO:0007498,4,1,11
GO:0001942,3,3,6
GO:0090340,5,3,0
GO:0010758,5,3,2
GO:0046835,4,2,0
GO:0048524,2,3,6
GO:0007096,6,2,2
GO:0060988,7,1,1
GO:0032048,7,1,4
GO:0000422,4,3,7
GO:0070481,8,1,0
GO:0043373,5,3,2
GO:0019678,7,1,0
GO:1903322,7,3,4
GO:1902916,9,3,3
GO:1903859,4,4,2
GO:1990280,4,1,0
GO:0060114,5,2,1
GO:0035767,5,2,4
GO:2000821,4,2,0
GO:0010722,5,1,0
GO:0010958,5,2,5
GO:1900143,6,3,0
GO:0008016,5,2,7
GO:0006949,2,2,1
GO:0110111,3,4,1
GO:1901373,5,1,0
GO:2000590,5,4,0
GO:0042492,6,2,3
GO:0050654,6,1,2
GO:0001957,4,1,0
GO:1901995,4,4,2
GO:0048643,4,3,2
GO:0030952,3,2,2
GO:0000390,7,2,0
GO:0070252,4,1,6
GO:0003350,5,2,0
GO:0042660,4,3,1
GO:0071888,6,3,3
GO:0009052,4,4,0
GO:1901622,5,3,0
GO:0035561,4,1,2
GO:0035195,8,1,6
GO:0032646,4,3,1
GO:0031623,5,1,8
GO:0061017,5,3,0
GO:0016125,4,2,3
GO:0032988,6,2,2
GO:0072575,4,2,1
GO:0010578,5,2,0
GO:0071045,9,1,0
GO:0048822,6,2,1
GO:0015850,5,1,18
GO:0060120,5,2,1
GO:0051973,6,3,0
GO:0021892,5,2,2
GO:0044706,2,1,6
GO:0070375,6,1,2
GO:0002023,4,2,0
GO:0032471,7,1,0
GO:1903043,4,5,0
GO:0015887,4,5,0
GO:0062013,3,3,12
GO:0030307,3,4,7
GO:0046066,7,2,1
GO:0045637,4,2,6
GO:0060837,4,2,5
GO:2000451,6,3,1
GO:0120180,6,2,1
GO:0003429,6,3,0
GO:0002204,5,2,1
GO:1902294,4,2,1
GO:2000052,5,3,2
GO:0015772,6,1,1
GO:0070221,5,1,0
GO:0099514,3,2,1
GO:0150033,4,3,0
GO:1904193,6,3,0
GO:0060441,5,2,8
GO:0070344,4,2,3
GO:0032876,4,4,0
GO:0045796,5,3,0
GO:0035329,4,1,3
GO:0090313,6,3,2
GO:0007412,3,2,0
GO:0031038,5,1,2
GO:0046398,4,3,1
GO:0060041,3,2,5
GO:0048545,4,3,3
GO:0042448,3,3,1
GO:0015860,4,2,0
GO:0070920,5,3,2
GO:0010124,5,4,0
GO:1905716,4,3,0
GO:1903697,6,3,0
GO:0034097,4,1,31
GO:1902884,3,3,1
GO:0009306,4,3,12
GO:0030070,4,2,0
GO:1905521,5,2,4
GO:0072164,4,2,5
GO:1903326,5,2,3
GO:0046546,4,2,1
GO:2000109,6,3,2
GO:0007630,5,1,0
GO:0150020,6,2,0
GO:0006235,8,3,0
GO:0006468,5,2,13
GO:1902045,4,3,0
GO:0001922,5,1,0
GO:1903679,6,3,0
GO:0039020,5,2,1
GO:0045807,3,4,6
GO:2000606,5,2,1
GO:0051311,3,3,2
GO:0097250,6,2,0
GO:1905097,5,2,3
GO:1900747,4,4,0
GO:2000157,7,2,0
GO:1902547,4,2,3
GO:1903373,5,3,0
GO:0002858,6,3,2
GO:1903978,5,3,2
GO:0043584,5,2,3
GO:0060561,3,2,9
GO:1901863,3,3,2
GO:0042059,5,3,2
GO:0044722,5,1,2
GO:0010332,5,1,1
GO:0018231,7,1,1
GO:0002031,6,2,3
GO:1903343,3,5,0
GO:0140367,4,2,0
GO:0032890,4,2,13
GO:0006117,4,1,0
GO:1905199,5,2,0
GO:0060283,3,4,0
GO:0045859,6,2,7
GO:0002435,4,1,0
GO:1904037,5,3,5
GO:0055081,4,1,2
GO:0006196,7,3,0
GO:0002089,3,3,2
GO:0003231,4,1,4
GO:0032480,4,3,2
GO:0042110,4,1,10
GO:0051045,5,5,0
GO:0070229,6,3,2
GO:0039519,4,1,1
GO:0051455,4,2,0
GO:1901503,4,2,2
GO:1904205,4,4,0
GO:0030641,3,2,1
GO:0051100,4,2,8
GO:0021595,3,2,2
GO:1904273,5,2,0
GO:1904760,4,2,2
GO:0070372,6,2,2
GO:0034309,5,2,3
GO:0051174,4,2,4
GO:0072334,5,2,0
GO:0033043,4,2,21
GO:0000056,4,1,2
GO:0060334,5,3,2
GO:0055117,6,3,4
GO:1902857,6,3,0
GO:0071169,6,2,0
GO:1902626,6,2,0
GO:0044206,7,2,0
GO:1903278,5,3,0
GO:0045793,6,1,0
GO:0070873,5,3,4
GO:0010826,4,3,1
GO:0051083,4,1,0
GO:1902482,8,1,0
GO:1904636,5,3,1
GO:0070886,7,3,0
GO:0007265,6,1,3
GO:0019530,4,2,2
GO:1901607,5,4,6
GO:0010955,6,4,3
GO:0050955,6,1,3
GO:0016256,6,2,0
GO:0071731,4,3,1
GO:2001049,4,2,1
GO:0098734,6,1,1
GO:1905454,5,3,0
GO:0021522,4,3,3
GO:0045023,3,1,3
GO:0061198,3,2,0
GO:0055010,5,3,4
GO:0045065,6,1,3
GO:0009790,3,1,10
GO:0051775,2,1,1
GO:1904025,4,5,0
GO:1990641,4,1,0
GO:0046444,5,3,1
GO:0051582,4,3,2
GO:0006048,5,3,0
GO:0061053,4,2,4
GO:0005987,7,2,0
GO:0032229,4,3,0
GO:0050928,4,3,0
GO:0060372,4,2,1
GO:1900428,4,2,2
GO:0006412,4,4,11
GO:0002517,3,1,4
GO:0046967,3,2,1
GO:0035883,7,1,6
GO:2000701,7,2,2
GO:0060005,4,1,1
GO:0010877,4,2,1
GO:0150200,4,4,2
GO:0044344,5,2,2
GO:0140469,5,1,0
GO:0071908,6,1,0
GO:0001542,3,3,1
GO:0021540,4,2,0
GO:0006423,6,1,0
GO:0043043,4,2,2
GO:0001955,4,2,0
GO:0006753,4,3,7
GO:0032611,4,1,3
GO:0044870,5,2,1
GO:0071680,5,3,1
GO:2001024,3,3,1
GO:0006369,7,2,4
GO:0032688,5,3,0
GO:0003356,6,1,1
GO:0043455,3,2,1
GO:0045629,5,4,0
GO:1904753,6,3,0
GO:0097510,7,1,0
GO:0010570,3,2,2
GO:1904161,7,2,0
GO:1990960,3,2,0
GO:0042361,5,2,0
GO:0032736,4,3,0
GO:0061113,4,2,1
GO:1905180,4,3,0
GO:0007249,5,1,4
GO:0070889,6,1,0
GO:0002729,5,4,0
GO:0006527,6,2,5
GO:1904092,4,2,2
GO:0034552,6,1,1
GO:0006213,5,2,4
GO:0048793,5,1,3
GO:2000348,4,2,2
GO:1904515,6,3,0
GO:0048617,4,2,0
GO:0007548,3,1,4
GO:0005990,7,2,0
GO:0016487,5,3,1
GO:0009147,6,1,4
GO:0016488,6,4,0
GO:0070192,3,2,4
GO:0060767,4,2,4
GO:0071939,4,4,0
GO:0141193,4,1,1
GO:0060753,5,2,2
GO:0019752,5,1,23
GO:0046950,3,2,2
GO:0071599,4,4,1
GO:0003129,4,3,0
GO:1904586,5,2,0
GO:0097167,3,2,0
GO:0022898,4,2,4
GO:0090083,4,3,4
GO:0071360,6,2,0
GO:0035094,3,1,2
GO:0072028,3,3,8
GO:0061365,7,1,1
GO:1905386,5,3,0
GO:0036135,5,1,4
GO:0006814,7,1,5
GO:0008654,5,3,14
GO:0006598,7,2,3
GO:0097552,7,2,0
GO:0036152,5,1,0
GO:0071461,3,1,0
GO:0042724,5,4,1
GO:0048813,4,3,6
GO:0019557,6,3,0
GO:0015812,5,3,3
GO:1903179,4,3,1
GO:0051253,4,4,9
GO:0097402,4,1,2
GO:0035712,7,1,2
GO:0021501,3,2,0
GO:0051291,7,1,2
GO:0060217,5,2,0
GO:0050775,5,5,1
GO:0014889,3,1,3
GO:0009952,4,1,11
GO:1904271,6,2,2
GO:2000059,4,4,1
GO:0006887,3,2,8
GO:0032621,3,1,3
GO:1990765,6,2,2
GO:2000192,4,4,2
GO:0045726,4,4,0
GO:0008210,3,2,2
GO:0060122,6,2,3
GO:1904923,5,2,2
GO:1990573,6,2,3
GO:2000095,6,2,4
GO:0097647,5,1,0
GO:0070384,5,1,0
GO:1990968,4,3,0
GO:1903421,4,2,4
GO:0070602,5,2,1
GO:0072710,4,2,1
GO:0002413,4,2,2
GO:0072348,4,1,11
GO:0018193,5,1,15
GO:0048263,5,2,3
GO:0051591,4,3,1
GO:0098728,5,2,1
GO:0006096,4,7,4
GO:1905885,5,3,0
GO:0050684,6,2,4
GO:0042098,5,2,9
GO:0061027,3,1,1
GO:1905246,7,2,1
GO:0031330,4,4,9
GO:0045064,4,2,3
GO:0006437,6,1,1
GO:0090201,5,4,0
GO:2000754,4,4,1
GO:0061024,4,1,27
GO:0061366,4,2,2
GO:0071691,5,2,0
GO:0031048,7,2,1
GO:0003229,6,1,4
GO:0061945,10,2,2
GO:1903995,8,1,2
GO:0014902,6,1,7
GO:0048566,5,2,2
GO:0071375,5,4,12
GO:0035710,6,1,7
GO:0009791,2,2,3
GO:1903064,6,3,0
GO:1905610,6,1,1
GO:0006613,6,1,1
GO:0015808,6,2,1
GO:0045763,4,3,3
GO:0006544,6,1,3
GO:1904705,5,2,2
GO:0048673,5,2,2
GO:0035394,5,2,1
GO:0071579,6,2,2
GO:0090679,4,2,4
GO:2000427,5,3,1
GO:0015881,5,3,0
GO:0046952,4,5,0
GO:0061551,6,1,0
GO:1904835,5,2,0
GO:0002215,4,1,0
GO:1903025,6,1,2
GO:0043378,8,4,0
GO:0046622,3,4,1
GO:0065009,2,1,9
GO:0042542,4,2,2
GO:0061348,5,2,0
GO:0031397,8,3,3
GO:0009074,5,4,3
GO:0034473,8,1,0
GO:1903525,5,2,2
GO:1901569,5,2,3
GO:0072414,5,1,1
GO:0031393,6,3,0
GO:1905150,7,2,2
GO:0046477,5,3,2
GO:0035965,8,1,0
GO:0001782,4,1,2
GO:1903823,7,1,1
GO:0170039,4,3,7
GO:2000524,3,3,1
GO:0046502,6,2,1
GO:0016240,4,2,0
GO:0071503,4,2,1
GO:1901073,6,2,1
GO:2000632,6,3,0
GO:0071415,5,3,1
GO:0045786,3,3,4
GO:0002155,4,2,1
GO:0072039,5,5,2
GO:0010632,3,3,4
GO:1903909,6,2,4
GO:0046059,7,3,0
GO:0048086,2,3,1
GO:0015747,5,2,0
GO:0007010,5,1,12
GO:2000501,6,2,2
GO:0010832,6,3,0
GO:0090667,5,2,1
GO:0033604,4,4,3
GO:2000355,3,3,0
GO:0061171,4,1,2
GO:0061341,6,2,1
GO:0032760,5,3,0
GO:0060967,2,4,1
GO:0021610,4,2,1
GO:0035166,3,2,0
GO:0002069,5,2,2
GO:0021700,2,1,4
GO:0043317,5,3,1
GO:1903200,6,2,0
GO:0002849,5,4,1
GO:1903082,6,3,0
GO:2001051,4,3,0
GO:0140541,7,2,2
GO:0050902,3,2,0
GO:0010613,4,3,2
GO:1901224,5,3,0
GO:1904118,5,3,1
GO:0010716,5,3,0
GO:0072163,6,2,1
GO:0090209,4,4,2
GO:0060501,5,3,0
GO:0034698,4,1,4
GO:0070947,5,2,2
GO:0001951,6,1,0
GO:1902888,10,2,0
GO:0006769,3,4,0
GO:1903883,5,3,0
GO:2000774,4,3,0
GO:0031577,5,1,6
GO:0031344,4,2,5
GO:0042509,7,2,2
GO:0060017,5,2,0
GO:0070979,10,1,0
GO:0046448,4,2,1
GO:0048878,2,1,7
GO:0009175,8,3,2
GO:0006398,7,2,0
GO:1904056,5,3,0
GO:0034758,4,3,1
GO:0050858,3,4,2
GO:0032091,5,2,5
GO:0062173,4,3,1
GO:0000023,6,1,1
GO:0010766,4,3,1
GO:0051606,2,1,6
GO:0075733,3,2,6
GO:1904044,5,3,1
GO:0010594,4,2,4
GO:0034080,7,2,0
GO:0021780,4,2,1
GO:0035563,5,2,0
GO:0006610,6,1,0
GO:0046475,6,3,6
GO:1903826,5,3,0
GO:0070681,6,1,0
GO:0048174,5,2,0
GO:0042904,5,2,0
GO:0071506,5,3,0
GO:0016077,6,2,1
GO:0030111,4,2,5
GO:0061692,4,3,0
GO:0033860,5,1,2
GO:0070228,6,2,5
GO:0048241,6,2,1
GO:0150136,4,2,1
GO:0046942,6,2,24
GO:0006082,3,3,6
GO:0043041,5,2,0
GO:0106108,4,4,0
GO:0046479,6,3,2
GO:1904017,4,2,0
GO:0051589,3,3,2
GO:0033371,6,1,1
GO:0003226,7,2,0
GO:0032043,6,2,0
GO:0006671,5,2,1
GO:0098815,4,5,4
GO:0046203,8,2,0
GO:0051654,4,2,2
GO:0009127,7,2,2
GO:0060701,5,3,1
GO:1904156,7,1,0
GO:0075509,3,3,1
GO:0010507,4,3,3
GO:0046649,3,1,11
GO:1902606,7,2,1
GO:0048006,4,2,0
GO:0003092,6,1,0
GO:0003010,5,1,1
GO:0010631,4,2,8
GO:1904117,6,2,0
GO:0018094,7,1,0
GO:0098630,3,1,1
GO:0010544,4,4,1
GO:0002426,5,2,2
GO:0045954,5,4,3
GO:1901977,5,4,2
GO:0051249,4,2,8
GO:0033031,3,5,0
GO:0031077,3,2,1
GO:0001910,4,3,7
GO:0090298,6,4,0
GO:0060271,6,3,11
GO:0033504,3,2,1
GO:0002130,7,1,0
GO:0007190,7,1,0
GO:0090248,4,2,1
GO:0031652,3,3,1
GO:0060368,4,3,2
GO:2000705,4,2,2
GO:1990169,4,2,1
GO:0031120,7,2,0
GO:0072680,5,2,1
GO:0071678,7,1,0
GO:0045581,6,4,5
GO:1905273,6,3,0
GO:0032808,5,2,0
GO:0044111,2,1,0
GO:1902220,6,3,0
GO:0021869,3,2,1
GO:0180025,7,2,1
GO:0036085,4,2,0
GO:0007195,4,2,2
GO:0007219,4,1,7
GO:0045337,6,3,1
GO:2000633,6,3,0
GO:0032730,5,3,0
GO:2000342,5,3,0
GO:0007398,4,1,4
GO:0046833,4,4,0
GO:2000252,4,3,1
GO:1903524,3,3,2
GO:0032292,4,1,1
GO:0003218,5,2,0
GO:0070391,4,2,2
GO:0019076,2,3,1
GO:0060768,5,2,2
GO:1902949,8,2,0
GO:0046348,5,2,4
GO:0002228,4,2,6
GO:0046135,6,3,2
GO:0010831,6,3,1
GO:0002065,5,1,5
GO:0140928,4,1,0
GO:0060024,5,1,1
GO:0002381,4,2,3
GO:0097254,4,2,4
GO:0021692,3,3,2
GO:0080164,3,2,3
GO:0050975,6,1,1
GO:0002432,3,2,0
GO:0060669,4,2,1
GO:0015744,9,1,1
GO:1902173,6,3,0
GO:0097238,5,4,1
GO:0034127,6,2,1
GO:1904890,5,3,0
GO:0014043,5,3,1
GO:0045668,4,3,0
GO:0016068,6,2,3
GO:0000413,7,1,0
GO:0035505,9,2,0
GO:1903772,3,2,1
GO:0006015,6,2,0
GO:1901668,5,1,2
GO:0009083,5,4,3
GO:0035572,7,1,0
GO:0034034,6,3,5
GO:0015909,6,1,4
GO:0044467,3,1,2
GO:2000241,2,2,25
GO:0071468,5,2,1
GO:1904029,4,2,3
GO:0001934,6,4,7
GO:0070098,4,3,9
GO:0097237,4,2,2
GO:0051388,4,3,0
GO:0003322,5,2,0
GO:0006998,5,3,1
GO:0009605,2,1,13
GO:0032078,6,2,0
GO:0060169,5,3,0
GO:0140961,3,2,1
GO:0090235,3,2,1
GO:0097534,4,1,1
GO:0033866,6,2,2
GO:0010563,4,3,2
GO:0035308,6,4,2
GO:0120065,9,1,2
GO:1904031,5,2,1
GO:0030857,4,3,9
GO:1905838,7,2,1
GO:0046501,6,1,1
GO:0006227,8,3,0
GO:0010903,3,4,0
GO:0032848,2,3,0
GO:2000591,5,3,1
GO:1905867,4,1,0
GO:0046356,5,5,0
GO:0071422,5,2,0
GO:0035278,6,2,0
GO:0070159,7,2,0
GO:0097753,5,1,0
GO:0043306,5,3,1
GO:0051463,6,3,0
GO:1990863,4,1,1
GO:0032596,5,3,1
GO:0039019,4,2,2
GO:0019755,5,1,3
GO:0046160,4,1,1
GO:1905711,4,3,0
GO:0031639,7,1,3
GO:0075519,4,1,1
GO:0098598,4,1,2
GO:1904235,5,3,1
GO:1905305,5,6,0
GO:0015706,5,2,0
GO:0050832,4,2,4
GO:0051901,3,3,0
GO:0050773,3,3,3
GO:0002377,3,1,5
GO:0042489,5,3,0
GO:0046168,5,3,0
GO:0001820,5,2,4
GO:0097323,5,1,0
GO:0002314,7,1,0
GO:0045047,5,2,2
GO:0036153,7,2,0
GO:0070099,5,3,3
GO:0034391,6,2,3
GO:0106004,6,2,0
GO:0021615,4,2,0
GO:0007212,3,2,6
GO:0098780,4,1,1
GO:0031959,7,1,0
GO:0043062,4,1,2
GO:2001267,9,1,2
GO:0006865,5,1,16
GO:0010561,5,4,6
GO:0060502,4,3,3
GO:0046548,6,2,0
GO:0050851,5,1,5
GO:0016268,7,1,0
GO:0010039,5,1,3
GO:0098661,4,2,10
GO:0002002,4,2,1
GO:0060875,5,1,0
GO:0006780,6,3,1
GO:0043065,4,3,13
GO:1904907,6,2,1
GO:0051132,6,1,4
GO:0045597,3,4,26
GO:0055078,4,2,2
GO:1901289,5,5,0
GO:0042040,5,1,1
GO:0019405,5,3,3
GO:0090193,4,3,1
GO:0006248,7,3,0
GO:0071300,5,3,0
GO:0035434,5,3,3
GO:2000377,4,2,5
GO:0019264,7,2,0
GO:0045795,4,1,0
GO:0043568,4,3,0
GO:0080134,3,2,7
GO:1902103,4,5,1
GO:1901796,5,2,4
GO:0070972,6,1,7
GO:0046683,4,1,7
GO:0014735,4,2,1
GO:0016556,6,3,3
GO:0009106,4,3,1
GO:0051917,4,2,2
GO:0033280,4,4,1
GO:0007264,5,1,11
GO:0090307,5,3,2
GO:0097403,6,2,0
GO:0045744,4,3,8
GO:0044090,5,3,2
GO:1903190,5,2,0
GO:0009208,7,2,4
GO:1990708,6,1,0
GO:0036228,5,2,0
GO:0071496,3,1,2
GO:0009235,5,2,2
GO:0006749,3,3,3
GO:0048696,5,2,2
GO:0097210,5,1,1
GO:0044282,3,2,9
GO:1904850,5,4,0
GO:0045773,4,5,1
GO:0007520,4,2,4
GO:0090435,7,1,2
GO:0043085,4,2,8
GO:0010232,4,2,1
GO:0061764,4,3,0
GO:0061034,3,2,0
GO:0002501,4,3,2
GO:0002024,3,2,0
GO:1903799,5,5,2
GO:0045964,5,3,1
GO:0002891,7,3,6
GO:0032811,5,3,0
GO:0070782,3,2,2
GO:1902512,5,3,0
GO:0048584,2,3,22
GO:1903786,4,4,1
GO:0019319,5,2,2
GO:0097006,2,1,3
GO:1905072,4,2,0
GO:0007411,6,2,23
GO:0010586,7,1,5
GO:0045980,4,5,3
GO:0097325,4,1,0
GO:1900246,5,3,0
GO:1904983,5,3,0
GO:0002903,7,3,1
GO:1902253,6,3,4
GO:0061724,5,1,2
GO:1990379,5,2,2
GO:1904036,5,3,5
GO:0032465,4,3,3
GO:0006399,7,1,8
GO:0061754,4,1,0
GO:0010693,7,2,0
GO:0010845,5,4,0
GO:1903689,5,3,2
GO:0008283,2,1,30
GO:1902860,6,2,0
GO:0050650,7,2,2
GO:0019566,5,1,1
GO:2000826,5,2,1
GO:0007181,6,2,0
GO:1905764,5,3,1
GO:0050748,4,4,2
GO:0032920,8,2,0
GO:0000394,8,1,2
GO:0021794,3,2,1
GO:0021559,5,1,1
GO:0061516,4,1,0
GO:0045743,4,3,0
GO:1990969,4,2,0
GO:0051794,4,2,2
GO:0006490,4,2,1
GO:0046621,3,4,1
GO:0098727,2,1,2
GO:0070634,5,2,0
GO:0015694,4,4,0
GO:0110156,7,2,2
GO:2000518,8,3,0
GO:1905930,5,3,2
GO:0000460,7,1,1
GO:0055111,6,2,0
GO:0072248,6,2,1
GO:0048295,4,3,1
GO:0140917,5,2,0
GO:0061889,4,5,0
GO:0001568,3,2,8
GO:0061041,5,2,5
GO:1900019,8,1,1
GO:0035526,3,1,0
GO:0001834,3,2,2
GO:1903167,5,1,1
GO:0002051,4,2,0
GO:2000297,3,4,0
GO:0071336,4,2,1
GO:0003006,2,2,47
GO:0034352,5,3,1
GO:0060184,3,1,1
GO:0071444,5,2,0
GO:0071788,5,2,0
GO:0070482,3,1,4
GO:1901881,5,3,3
GO:0021902,6,1,0
GO:0071362,5,2,3
GO:0071825,5,1,3
GO:0010829,4,3,1
GO:2001186,7,3,2
GO:0099502,5,2,1
GO:0034337,2,1,0
GO:0099509,4,2,0
GO:0033574,5,3,1
GO:0001912,4,4,5
GO:0019464,8,1,0
GO:1902957,7,3,0
GO:0042843,6,2,0
GO:1903432,6,2,2
GO:0014010,4,1,4
GO:1905073,4,2,1
GO:0051893,6,3,2
GO:0090233,6,3,1
GO:2000626,5,4,0
GO:0032056,5,2,2
GO:0030656,4,2,5
GO:0021877,5,2,1
GO:0002568,3,2,1
GO:0048371,5,2,1
GO:0002833,3,3,6
GO:0060615,3,3,0
GO:1904826,5,3,1
GO:0000280,6,1,5
GO:0007350,4,2,2
GO:0019072,2,2,1
GO:0043124,5,3,0
GO:0046578,6,2,2
GO:2000004,5,2,1
GO:0110020,5,2,4
GO:0060897,4,2,2
GO:0042327,6,3,2
GO:0046112,5,3,2
GO:0014040,6,3,0
GO:0097214,5,2,0
GO:0001660,5,2,2
GO:0002184,6,2,0
GO:1902262,4,2,0
GO:0048550,4,3,1
GO:0051066,5,1,0
GO:1902082,4,4,0
GO:1901036,4,4,0
GO:0046048,7,2,2
GO:1902260,7,2,0
GO:0046600,4,4,0
GO:0070571,3,5,1
GO:0010887,4,3,0
GO:0050679,4,3,13
GO:0050927,4,3,1
GO:0009649,3,2,1
GO:0015842,5,2,0
GO:1901343,3,4,2
GO:0006098,5,2,5
GO:0034067,6,1,4
GO:0061106,5,4,0
GO:0061684,4,2,4
GO:1901610,4,3,3
GO:1904869,6,2,1
GO:0006543,7,2,0
GO:0033198,4,3,1
GO:0002690,4,4,6
GO:1905912,5,2,1
GO:1903100,7,1,0
GO:0098725,3,1,0
GO:1990611,6,3,1
GO:0002700,3,3,7
GO:2000741,5,3,0
GO:0031953,7,3,1
GO:0016311,5,1,6
GO:0008078,5,1,1
GO:0019934,5,1,4
GO:0060415,4,2,3
GO:0051885,4,3,0
GO:1904832,4,5,1
GO:1905167,6,3,0
GO:0061909,4,2,0
GO:0051612,5,3,0
GO:0014897,5,1,2
GO:0045333,5,1,5
GO:0010824,4,2,3
GO:0051648,3,1,4
GO:1905046,6,3,0
GO:0008655,4,3,2
GO:0061387,4,2,3
GO:0070378,6,3,0
GO:0009215,7,2,5
GO:2000184,4,5,0
GO:0061187,6,2,1
GO:0034134,8,1,3
GO:0002645,3,4,7
GO:0001967,4,1,0
GO:1904956,5,2,1
GO:1904321,5,4,1
GO:1903376,6,3,3
GO:0090257,4,2,4
GO:1900736,5,2,2
GO:0101010,4,1,2
GO:1990823,5,1,1
GO:0062009,4,1,3
GO:0060268,3,3,1
GO:0033489,7,1,0
GO:0045292,9,1,2
GO:0061084,4,3,0
GO:0010752,5,2,2
GO:0002705,4,3,4
GO:0019363,6,3,2
GO:0006004,5,1,2
GO:0034316,6,3,0
GO:0031649,4,1,4
GO:1904876,6,3,0
GO:0036378,6,3,0
GO:0032872,5,3,2
GO:1902461,5,3,0
GO:0051491,5,3,0
GO:0009395,5,3,6
GO:0032225,5,2,2
GO:0007176,4,2,2
GO:0098925,8,2,0
GO:1990654,3,1,2
GO:0060872,4,2,3
GO:0006660,5,3,0
GO:0071934,4,4,1
GO:0010650,4,3,1
GO:0009168,8,3,4
GO:1903441,5,3,4
GO:0048874,4,2,0
GO:1900159,5,3,0
GO:0019427,6,2,0
GO:0033121,5,3,3
GO:0038203,5,1,3
GO:0120006,5,2,2
GO:0046963,5,4,1
GO:0043380,4,4,2
GO:0071960,5,2,3
GO:0046882,4,3,0
GO:0062029,5,3,0
GO:0006635,6,2,5
GO:0050919,4,1,6
GO:0051445,3,3,3
GO:2000329,5,4,0
GO:0048631,4,2,2
GO:0046660,3,2,2
GO:0033005,4,3,2
GO:0062043,4,3,2
GO:0120055,5,1,2
GO:0072166,5,1,1
GO:1900247,7,2,2
GO:0000432,8,3,0
GO:1904535,6,3,0
GO:0022018,5,1,0
GO:0006639,5,2,6
GO:0043524,5,3,5
GO:0030432,7,1,1
GO:0030878,5,2,1
GO:1905213,4,4,0
GO:0014877,3,2,1
GO:0015855,6,1,3
GO:0007099,3,3,4
GO:0002715,5,3,5
GO:1905332,3,3,11
GO:0015728,4,1,0
GO:0015866,6,3,1
GO:0090088,4,2,2
GO:0071498,4,2,2
GO:0043095,5,1,1
GO:1900827,3,3,0
GO:0030183,5,2,7
GO:1903841,5,3,0
GO:0070944,5,2,4
GO:0042254,5,1,8
GO:1990549,4,2,0
GO:0048863,4,1,12
GO:0071312,5,2,5
GO:0072376,5,1,5
GO:0060836,4,2,1
GO:0007056,5,2,1
GO:0071379,5,3,2
GO:1904234,6,2,0
GO:0008380,7,1,6
GO:1902988,6,1,3
GO:0042543,6,2,0
GO:0003412,6,2,0
GO:0033077,6,1,8
GO:0009130,7,2,2
GO:0060982,6,2,0
GO:0090657,7,1,4
GO:0043401,4,2,2
GO:1903060,5,5,1
GO:0045494,2,2,0
GO:0106383,7,2,0
GO:0015862,4,3,0
GO:0090063,5,3,0
GO:0033590,4,4,0
GO:0001973,5,1,3
GO:0010901,3,3,2
GO:2000843,4,3,1
GO:0032973,4,2,0
GO:0150074,6,2,0
GO:0035735,4,2,0
GO:2000729,3,4,0
GO:1902020,4,3,1
GO:0071466,4,2,3
GO:0032495,4,2,2
GO:0070670,5,1,1
GO:0003415,4,2,3
GO:0002027,3,2,4
GO:0000466,8,1,3
GO:0032738,4,3,0
GO:0097053,5,5,0
GO:0032446,7,1,6
GO:1903711,4,2,0
GO:0010224,6,1,1
GO:0019720,4,1,1
GO:0048561,4,2,0
GO:0045041,4,4,0
GO:1990830,6,2,0
GO:0048499,5,2,3
GO:0140542,7,2,1
GO:0071626,4,1,0
GO:1901858,5,2,3
GO:0021622,4,2,1
GO:0050729,4,4,8
GO:0070425,4,3,2
GO:1901545,5,1,1
GO:0086065,3,2,7
GO:0030221,7,1,0
GO:0042761,6,2,0
GO:0090357,5,2,1
GO:1990539,6,2,0
GO:0042594,3,2,6
GO:2000096,6,3,0
GO:0051084,4,1,2
GO:0021534,4,2,1
GO:0003300,6,1,5
GO:0045836,4,5,3
GO:1900195,3,4,0
GO:0042221,2,1,27
GO:0072750,6,3,0
GO:0098976,8,1,0
GO:0009590,4,3,0
GO:0044060,4,2,4
GO:0048332,4,2,6
GO:0140353,3,2,3
GO:1902365,4,3,0
GO:0009062,5,3,8
GO:0007221,5,2,0
GO:0033006,4,4,2
GO:0070173,5,2,1
GO:0002251,3,1,3
GO:1905155,4,3,1
GO:0048518,1,2,27
GO:0007525,4,1,0
GO:1900244,4,4,0
GO:0051240,2,3,81
GO:0061624,5,2,0
GO:0048074,3,3,0
GO:1904976,5,3,0
GO:0061054,3,2,3
GO:0001558,3,3,8
GO:1904829,7,2,1
GO:0035802,3,2,0
GO:0090717,4,2,0
GO:0048318,5,1,1
GO:0001555,3,3,0
GO:0097699,5,1,0
GO:0048871,2,2,6
GO:0033367,7,2,2
GO:0071573,7,2,3
GO:0032224,4,3,1
GO:0120186,4,3,0
GO:0099116,7,2,2
