,root,d+,d-
GO:0002513,3,1,3
GO:0043387,3,2,1
GO:0035781,6,1,2
GO:0032329,5,4,4
GO:0099643,5,2,2
GO:0150106,5,2,1
GO:0032897,3,3,0
GO:0060468,4,2,1
GO:0060510,7,1,0
GO:1905883,6,2,2
GO:0031017,5,4,0
GO:0000463,7,1,1
GO:0021512,5,2,0
GO:1901006,7,2,0
GO:0032619,3,1,3
GO:2000672,6,3,0
GO:0097168,4,1,3
GO:0021817,5,2,0
GO:0072087,5,2,2
GO:0009084,6,3,4
GO:0032211,6,4,0
GO:1903762,4,3,0
GO:0050864,5,2,5
GO:0006392,7,3,0
GO:0045165,3,2,23
GO:0009218,6,2,8
GO:0060713,4,3,2
GO:0140075,5,2,1
GO:0002934,6,1,2
GO:0006810,3,1,33
GO:0045820,4,5,1
GO:0055062,4,1,1
GO:0045829,3,7,2
GO:0016123,5,2,1
GO:0021511,4,2,2
GO:0030050,4,3,0
GO:2000371,4,2,1
GO:0036037,6,1,5
GO:0050859,4,3,0
GO:0035732,2,2,0
GO:0030422,8,1,1
GO:0097576,6,2,2
GO:0032919,8,2,0
GO:0090330,5,3,2
GO:0032606,3,1,5
GO:0070145,7,2,0
GO:1905349,5,2,0
GO:0046549,6,2,0
GO:0002836,4,3,1
GO:2001306,5,5,0
GO:0045944,7,3,6
GO:0060057,4,2,1
GO:0002857,5,4,1
GO:0021852,6,3,0
GO:0032956,4,3,6
GO:0002894,6,5,1
GO:1904153,6,3,0
GO:0002532,2,2,6
GO:0016999,2,1,0
GO:0038016,6,1,0
GO:0010457,3,2,2
GO:0071901,8,2,4
GO:1905508,8,1,2
GO:0070428,7,2,2
GO:0045839,4,5,1
GO:0005981,5,3,2
GO:0072060,5,1,0
GO:0098739,3,2,9
GO:0060782,5,2,0
GO:0050904,3,2,1
GO:0070392,5,2,0
GO:0010519,7,2,2
GO:0045911,5,3,4
GO:0046373,6,1,0
GO:0005989,7,2,0
GO:0038063,5,2,0
GO:0071034,7,1,1
GO:0032206,5,4,5
GO:0036213,4,2,1
GO:0042359,4,3,3
GO:0032633,3,1,3
GO:0051348,5,2,10
GO:0006566,6,1,1
GO:1904058,4,3,0
GO:1905031,4,3,5
GO:0032286,6,2,0
GO:2000571,7,2,1
GO:0000732,6,2,0
GO:2000446,5,2,1
GO:0032488,7,1,1
GO:0070383,7,1,0
GO:0051142,8,4,0
GO:0061168,4,2,1
GO:0002011,5,1,4
GO:0000912,4,3,2
GO:0060939,6,2,1
GO:0106046,7,1,0
GO:0106048,7,2,0
GO:1904790,5,2,2
GO:0048681,4,5,2
GO:1990359,4,2,1
GO:0006936,4,1,6
GO:0006450,3,1,3
GO:1902761,5,4,1
GO:0061484,4,1,0
GO:1901298,4,2,3
GO:0016344,3,3,1
GO:0071763,5,2,5
GO:1902903,4,2,10
GO:0032369,3,4,6
GO:0060993,4,2,6
GO:0044357,4,2,0
GO:0003016,3,2,3
GO:1990314,6,1,0
GO:0021801,6,2,4
GO:0034093,4,3,1
GO:0099105,4,1,1
GO:0048697,5,3,0
GO:0071863,4,2,2
GO:0048706,5,2,2
GO:0070126,6,2,0
GO:0006811,4,1,6
GO:1903377,6,4,1
GO:0003178,4,1,1
GO:0007160,4,1,10
GO:0098771,3,1,12
GO:0000304,4,2,0
GO:0006524,6,2,2
GO:0016476,4,2,0
GO:1990874,5,1,3
GO:1903624,4,3,3
GO:0002845,5,4,0
GO:0036507,6,1,1
GO:0060281,4,2,2
GO:1990410,5,1,0
GO:1905340,5,2,1
GO:0009785,4,2,0
GO:0043687,5,1,8
GO:0097164,2,1,3
GO:0060143,3,4,2
GO:0019087,4,1,3
GO:0042439,4,2,3
GO:2000035,4,2,1
GO:1903226,4,3,0
GO:0033189,5,2,0
GO:0030908,6,1,1
GO:0071698,4,1,1
GO:1990481,7,2,0
GO:0035090,4,2,1
GO:1902269,4,3,0
GO:0015811,6,4,0
GO:0072102,3,2,2
GO:0007157,5,1,0
GO:0030951,4,2,0
GO:0072538,5,1,4
GO:0006090,7,1,7
GO:0060307,4,2,1
GO:0097150,3,1,0
GO:0006362,7,2,0
GO:0046054,7,2,1
GO:0015691,8,1,1
GO:0061337,6,1,6
GO:0034384,3,1,3
GO:0150011,5,3,2
GO:0014718,4,4,0
GO:0016558,5,4,4
GO:0072217,4,3,1
GO:0048538,4,2,1
GO:0090276,4,3,9
GO:0046125,6,2,4
GO:0060435,5,2,1
GO:0046111,7,2,0
GO:0140067,6,1,0
GO:0048207,4,2,1
GO:0039694,3,2,3
GO:0060572,6,1,3
GO:0008344,4,2,2
GO:1901291,5,2,0
GO:0006809,3,2,3
GO:0045341,5,1,3
GO:0060684,4,1,2
GO:0070370,5,2,0
GO:0019538,3,3,20
GO:2000404,6,2,5
GO:0046890,4,3,9
GO:0032510,4,2,2
GO:1904904,6,2,1
GO:1901532,4,2,5
GO:0071897,5,4,6
GO:0045176,5,1,0
GO:0036339,6,1,0
GO:0098542,3,2,6
GO:1905168,5,4,0
GO:0071868,5,2,2
GO:0051650,4,3,8
GO:0035024,6,3,0
GO:0031629,4,3,2
GO:1904480,4,3,1
GO:0002765,4,1,1
GO:0021940,5,3,1
GO:0061444,5,2,0
GO:0051543,6,2,1
GO:0030913,4,3,0
GO:0003345,5,2,0
GO:2001272,10,2,0
GO:0018200,6,1,5
GO:0043491,5,1,3
GO:0001916,5,4,2
GO:1902068,4,2,0
GO:0071830,3,1,2
GO:2000401,5,2,4
GO:0002455,4,2,4
GO:0043331,4,2,2
GO:0061552,4,2,1
GO:0062035,7,1,1
GO:0071502,4,1,0
GO:0071359,5,3,2
GO:0032967,4,4,0
GO:0030862,5,3,0
GO:0010938,5,2,1
GO:0032962,5,3,0
GO:0002525,6,1,2
GO:0018916,5,1,0
GO:0055095,3,2,1
GO:0006596,7,2,4
GO:0002719,4,4,5
GO:0033540,7,1,1
GO:2000847,4,3,1
GO:0150147,6,2,3
GO:0071241,4,2,6
GO:0033353,4,1,1
GO:0032683,4,3,0
GO:0046520,6,2,3
GO:0032462,6,2,2
GO:0009786,4,2,1
GO:0098694,5,2,0
GO:0044703,2,1,4
GO:1905217,5,1,0
GO:0051355,6,2,0
GO:0006268,8,2,0
GO:0044819,5,2,1
GO:0042157,4,1,6
GO:0062177,6,2,0
GO:0014855,4,1,2
GO:0009310,5,2,3
GO:1902498,9,2,2
GO:0032354,5,1,1
GO:1903176,6,1,1
GO:0001936,5,2,4
GO:0098902,4,2,1
GO:0061736,6,2,0
GO:0051224,3,4,4
GO:0033342,5,2,0
GO:0050678,4,2,16
GO:0035623,5,2,0
GO:0021953,5,2,10
GO:0060658,3,3,0
GO:0030299,4,2,3
GO:0007207,5,2,0
GO:0021798,5,2,0
GO:0051549,5,3,0
GO:0034501,8,2,4
GO:2000508,5,3,3
GO:0097332,3,1,0
GO:0018013,6,2,0
GO:0032456,4,2,5
GO:0042377,5,3,1
GO:0010040,6,1,0
GO:0009079,6,3,1
GO:0009204,7,2,1
GO:0002021,3,2,2
GO:0009646,6,1,1
GO:0072318,4,1,1
GO:1904100,6,3,0
GO:1901163,4,2,2
GO:0006578,5,2,2
GO:0045299,4,2,1
GO:0021979,4,2,1
GO:0002727,5,3,2
GO:0001780,3,2,2
GO:0071318,5,4,0
GO:0021855,4,2,1
GO:0086028,5,2,1
GO:0034599,4,2,6
GO:0090521,5,1,0
GO:0000381,7,2,0
GO:0010453,3,3,4
GO:0051563,7,1,0
GO:1904282,6,2,1
GO:2000016,3,3,0
GO:1904178,3,4,0
GO:0010863,8,2,1
GO:1903589,6,3,0
GO:1901906,7,1,1
GO:0007388,6,1,0
GO:0060315,5,4,0
GO:1905278,3,4,1
GO:0045589,7,2,3
GO:0014734,5,2,3
GO:0002128,6,1,1
GO:0048260,4,3,3
GO:0072524,4,2,8
GO:1902548,4,3,2
GO:0090331,5,4,0
GO:0042423,7,3,3
GO:0051657,3,2,5
GO:0051823,5,1,1
GO:0019547,6,2,0
GO:0060916,4,2,2
GO:0006171,8,3,0
GO:1903189,4,1,2
GO:0006820,5,1,6
GO:0010185,5,2,1
GO:2001053,5,2,4
GO:0060167,5,2,2
GO:0051016,7,1,2
GO:0009213,8,2,2
GO:1900120,5,1,5
GO:0097039,10,1,2
GO:0010960,4,2,1
GO:0009712,5,1,3
GO:0061873,5,2,1
GO:0046077,7,2,1
GO:0006465,4,2,0
GO:1905075,4,3,0
GO:0060428,5,2,5
GO:0021695,3,2,5
GO:0051350,5,2,4
GO:2000468,5,1,3
GO:0033559,5,1,7
GO:1901666,6,2,0
GO:0048105,6,1,0
GO:0021937,4,2,1
GO:0070201,4,2,6
GO:2001234,4,4,5
GO:0030842,5,3,1
GO:0071039,8,2,0
GO:1905280,4,3,0
GO:1904691,5,3,0
GO:0051180,4,1,9
GO:1903998,5,2,2
GO:0000730,7,3,1
GO:2000358,6,3,0
GO:0071248,5,2,13
GO:0002396,6,1,4
GO:0035846,3,3,0
GO:0001887,3,1,0
GO:2000110,6,4,0
GO:0003170,3,2,6
GO:0060310,5,3,2
GO:0034143,5,2,2
GO:0048588,3,3,6
GO:0072010,4,2,3
GO:0072205,5,2,1
GO:0070783,4,1,3
GO:0008614,4,2,1
GO:0000303,5,1,1
GO:1905860,6,2,0
GO:0060259,4,2,3
GO:0033625,5,3,1
GO:0002753,4,2,8
GO:0015031,4,3,18
GO:0070507,4,3,3
GO:1903494,5,4,1
GO:0051966,5,2,3
GO:0043376,8,3,2
GO:0021647,6,2,0
GO:0009124,6,2,4
GO:1902808,5,3,1
GO:1990936,5,1,3
GO:0015884,5,4,1
GO:0070301,5,2,1
GO:0019919,8,1,0
GO:0030449,4,3,6
GO:0070885,7,3,0
GO:0090042,7,1,3
GO:1902292,4,2,1
GO:0039531,5,2,9
GO:0051598,4,2,0
GO:0090103,4,3,0
GO:0009209,8,3,2
GO:0046671,3,4,0
GO:2001198,5,2,2
GO:0045925,4,1,0
GO:0006382,7,1,1
GO:0035378,3,2,0
GO:1903073,5,4,0
GO:1903672,5,3,0
GO:1902219,6,3,1
GO:0036113,6,2,0
GO:0051106,5,3,1
GO:0006477,5,2,1
GO:1903906,4,3,0
GO:0003014,3,1,10
GO:0071872,4,2,0
GO:0085029,5,2,6
GO:2000373,5,3,0
GO:1901534,4,3,2
GO:0033615,6,2,0
GO:0045787,3,3,4
GO:2001301,6,2,2
GO:0035705,6,1,0
GO:0002666,4,3,2
GO:0006839,4,1,5
GO:0040020,4,4,3
GO:1905457,5,3,1
GO:0046032,7,3,1
GO:0009225,4,2,10
GO:0060455,4,4,1
GO:0021742,4,2,0
GO:0140865,5,1,0
GO:0039692,4,1,3
GO:0045540,5,4,2
GO:0061713,5,2,0
GO:0097529,3,1,6
GO:0018198,6,1,6
GO:0002224,6,1,8
GO:0002443,3,1,7
GO:0008049,6,2,0
GO:0006561,7,2,1
GO:0042073,3,3,3
GO:2000970,3,2,1
GO:0070197,3,3,0
GO:0032308,4,4,2
GO:0032974,4,2,1
GO:0099082,7,2,2
GO:0036112,5,1,1
GO:0006474,5,3,5
GO:1903911,5,3,2
GO:0006113,5,1,4
GO:0030522,3,1,8
GO:0021894,6,2,1
GO:0031999,5,5,1
GO:2001016,4,3,1
GO:1904675,5,2,1
GO:0060552,5,3,0
GO:0035445,5,2,0
GO:0097264,5,1,1
GO:0033227,5,1,0
GO:0048169,5,1,1
GO:0001580,6,2,0
GO:0045840,4,4,1
GO:0001819,3,4,32
GO:0120117,6,1,0
GO:0072679,6,1,3
GO:0048799,4,2,2
GO:0090066,3,1,4
GO:1902443,5,3,0
GO:0007542,4,2,1
GO:1990418,4,1,0
GO:0030324,4,3,17
GO:1901342,4,2,4
GO:1900161,5,3,1
GO:0051345,5,2,11
GO:0060067,4,1,0
GO:2000058,4,3,3
GO:0051729,5,1,0
GO:2001246,5,5,0
GO:0034113,4,1,5
GO:2000062,3,4,0
GO:0030218,4,2,8
GO:0050862,5,3,0
GO:2000296,5,4,0
GO:0006956,3,3,7
GO:0090497,5,1,1
GO:0014852,6,1,2
GO:0003057,4,1,3
GO:2001189,4,5,0
GO:0034442,5,2,2
GO:0072156,6,2,1
GO:0043144,6,3,4
GO:0051299,3,2,1
GO:0008045,7,1,1
GO:0052472,5,1,0
GO:0032812,5,3,0
GO:0002007,4,3,1
GO:0007612,4,1,5
GO:2000381,3,3,0
GO:1901888,4,3,6
GO:0010273,3,2,0
GO:0046888,3,5,4
GO:0015828,6,3,0
GO:1904481,4,3,1
GO:0075732,4,1,1
GO:0010571,4,4,0
GO:0090634,4,2,3
GO:0035711,7,1,2
GO:0047496,5,2,6
GO:0072061,5,1,0
GO:0032197,3,1,1
GO:0045197,5,1,2
GO:0050996,4,4,4
GO:1905408,4,2,0
GO:0071971,6,3,2
GO:0099024,6,1,3
GO:1904538,6,2,1
GO:2001171,6,4,0
GO:0072396,4,2,3
GO:0006890,4,1,1
GO:0051924,6,2,6
GO:0032635,3,1,3
GO:0098743,2,1,2
GO:2000051,5,3,1
GO:0097045,4,2,0
GO:1900104,4,3,1
GO:0042572,3,4,0
GO:0016358,3,2,7
GO:0051156,4,3,2
GO:2000232,5,3,2
GO:1903923,7,3,0
GO:0032535,4,2,10
GO:0010793,5,3,0
GO:0009595,3,2,3
GO:0003108,5,2,0
GO:0019477,7,3,1
GO:0098704,4,2,1
GO:0032906,4,1,3
GO:0120179,7,2,0
GO:0002460,4,1,11
GO:0061549,5,2,0
GO:0044565,5,1,0
GO:0002376,1,1,20
GO:1902514,7,2,2
GO:0062044,4,3,1
GO:0002775,3,2,5
GO:0007600,4,1,11
GO:1905630,6,1,1
GO:0070426,5,3,2
GO:0097176,4,2,1
GO:0042426,4,2,0
GO:0019725,2,1,6
GO:0002157,4,3,0
GO:1905897,4,2,6
GO:0048808,4,3,0
GO:0014740,4,3,0
GO:0031279,4,1,4
GO:0009880,3,2,3
GO:0043456,4,5,2
GO:2000064,5,4,2
GO:0046856,6,2,1
GO:0097283,6,1,3
GO:0003190,4,2,2
GO:0002905,3,3,1
GO:0006897,3,2,12
GO:2000759,6,3,1
GO:0106381,6,2,1
GO:0072378,4,2,2
GO:0045599,4,3,1
GO:0007035,5,1,1
GO:0046459,5,1,6
GO:0010764,5,3,0
GO:0046133,7,3,2
GO:1905949,6,4,0
GO:0071625,3,1,1
GO:0050772,5,4,2
GO:0034142,8,1,5
GO:0099163,5,1,2
GO:1901379,6,3,5
GO:0046725,3,2,0
GO:0042181,4,4,9
GO:0140042,4,3,0
GO:0045022,5,1,3
GO:0021526,5,3,0
GO:0098703,6,4,3
GO:0150070,5,1,1
GO:1903393,4,3,0
GO:0014908,5,2,2
GO:0009174,8,3,2
GO:0045943,7,3,1
GO:2000476,5,3,1
GO:0000431,7,2,1
GO:0022400,4,3,0
GO:0044458,7,1,3
GO:0060661,3,2,0
GO:1990182,4,3,3
GO:0160007,5,2,0
GO:0060448,5,2,2
GO:0006892,4,1,3
GO:2000352,6,3,0
GO:2000872,4,4,0
GO:0017006,5,1,1
GO:0070194,5,2,0
GO:1904233,6,2,0
GO:0061190,3,2,1
GO:0006081,3,2,13
GO:2000583,5,2,1
GO:1902073,4,3,0
GO:0044403,2,1,3
GO:0070417,4,2,0
GO:0060677,4,2,3
GO:0002725,5,4,1
GO:0007315,5,3,1
GO:0014850,3,1,1
GO:0045917,4,4,2
GO:1905604,5,2,0
GO:1905665,6,4,0
GO:0033242,4,4,1
GO:0060585,6,2,0
GO:0042357,4,3,1
GO:0046587,5,3,0
GO:0009171,8,3,1
GO:0034380,4,1,2
GO:1901222,5,2,2
GO:0042453,7,1,1
GO:1904646,5,3,0
GO:0060050,5,4,1
GO:0034627,8,1,1
GO:0003284,5,1,1
GO:0045198,5,4,1
GO:0046666,4,2,2
GO:0006556,4,3,0
GO:1904688,5,3,6
GO:0030518,5,2,7
GO:0032435,5,4,1
GO:1904464,5,2,2
GO:0050916,7,1,1
GO:0071493,7,2,0
GO:0014738,4,2,2
GO:0045580,6,3,10
GO:0016080,3,3,0
GO:0090312,6,3,1
GO:0002884,6,3,3
GO:0099183,6,2,1
GO:0099630,4,2,0
GO:0043084,3,2,3
GO:0060219,4,3,3
GO:0021699,4,3,2
GO:0051965,4,4,3
GO:0090557,7,1,0
GO:1904306,5,3,3
GO:0034694,4,2,4
GO:0008217,3,2,4
GO:0051138,8,3,0
GO:0071838,3,1,3
GO:0021896,4,2,1
GO:0031590,4,2,1
GO:1902870,5,3,0
GO:0061833,7,1,0
GO:0061102,4,3,2
GO:1903108,7,3,1
GO:0002299,7,1,1
GO:0061564,6,1,3
GO:0043248,6,1,2
GO:2000539,5,3,1
GO:0006851,4,2,2
GO:2000347,5,3,0
GO:0062149,4,2,3
GO:0086023,5,2,2
GO:1901136,4,2,11
GO:0051301,2,1,13
GO:0021954,5,2,3
GO:0006526,6,2,2
GO:0071560,5,2,4
GO:0042554,5,1,3
GO:0015854,7,1,1
GO:0031580,5,2,2
GO:0044419,1,1,5
GO:0016320,6,3,0
GO:0006739,6,2,5
GO:0031998,5,4,3
GO:0032653,4,2,2
GO:0060295,5,3,2
GO:0050655,6,1,2
GO:2000387,3,3,1
GO:0043417,4,4,0
GO:0043413,3,2,1
GO:1904211,6,3,0
GO:0090155,5,4,1
GO:0032650,5,2,2
GO:2000061,4,3,2
GO:0044320,5,2,1
GO:0044087,3,2,15
GO:0051454,4,1,1
GO:0071481,6,2,1
GO:1904935,5,3,0
GO:0032785,7,3,1
GO:0045656,6,3,0
GO:0002429,4,2,4
GO:0072129,3,2,2
GO:0120116,4,1,0
GO:1990466,8,1,0
GO:1905475,5,2,12
GO:0006931,4,2,2
GO:0043409,5,3,5
GO:0140058,6,1,5
GO:0090037,5,3,0
GO:0030002,5,2,1
GO:0051665,4,1,2
GO:0003272,3,2,2
GO:1902951,5,3,0
GO:0010957,5,5,1
GO:0021521,5,3,1
GO:0034244,8,3,0
GO:0061753,4,2,0
GO:0043063,5,1,0
GO:0097531,4,1,1
GO:2001200,5,3,0
GO:0048327,5,2,0
GO:1902750,5,3,2
GO:0032768,5,1,7
GO:0035787,4,2,1
GO:1904251,4,4,3
GO:0071869,4,3,3
GO:0010522,3,4,2
GO:0048162,4,1,1
GO:0007165,2,5,31
GO:0099505,4,1,0
GO:0051081,6,2,1
GO:0006021,6,2,0
GO:0006853,4,4,0
GO:0034146,8,1,2
GO:0035610,8,1,0
GO:0098926,3,2,2
GO:0048073,4,2,2
GO:1901701,4,2,59
GO:0006893,4,2,1
GO:0042440,2,1,6
GO:1902991,5,2,5
GO:0001649,3,2,5
GO:0032733,4,3,0
GO:0046676,5,4,1
GO:0009396,5,3,2
GO:0030835,5,5,1
GO:0016049,2,2,6
GO:0032753,4,3,0
GO:0035338,6,2,0
GO:0051656,3,2,10
GO:0098528,5,2,3
GO:0072126,5,3,1
GO:0009185,6,1,4
GO:0033602,5,3,0
GO:0070914,6,2,1
GO:2000982,5,3,1
GO:0034635,5,4,1
GO:0051782,3,3,2
GO:0048015,4,1,0
GO:0055015,6,2,1
GO:0046824,4,3,4
GO:0048369,5,3,1
GO:0062237,7,1,2
GO:0006611,5,2,3
GO:0051403,5,2,3
GO:0009298,6,2,0
GO:0070164,3,5,0
GO:1901360,3,1,33
GO:0034382,4,1,0
GO:0150116,4,2,4
GO:1900454,2,3,0
GO:1990544,4,4,0
GO:0055129,5,2,0
GO:0090151,4,4,4
GO:1903413,5,4,0
GO:1905940,3,5,2
GO:0051712,4,4,1
GO:0001545,3,3,0
GO:0097380,8,2,0
GO:0032223,4,3,0
GO:0009131,7,2,2
GO:0048699,5,1,5
GO:2001170,6,4,0
GO:1902661,4,3,0
GO:0090149,6,2,0
GO:0016071,6,1,10
GO:1904343,6,3,0
GO:0090069,4,2,2
GO:1903555,4,2,6
GO:0016233,7,1,5
GO:0045342,5,1,3
GO:0000429,6,2,3
GO:0045892,6,3,10
GO:0021566,5,1,1
GO:0007033,5,1,5
GO:0007044,6,2,3
GO:0030036,3,2,9
GO:0035873,5,2,1
GO:0019483,5,3,1
GO:0006249,7,3,0
GO:0046487,4,2,2
GO:0046719,3,2,3
GO:1905749,5,4,2
GO:2000631,7,2,2
GO:0014896,4,1,7
GO:0003184,4,2,1
GO:0030718,3,1,1
GO:2000651,5,3,4
GO:1903553,5,3,0
GO:1903540,5,2,1
GO:0035644,6,1,0
GO:0060287,6,2,0
GO:2000642,4,3,0
GO:1905596,7,2,0
GO:1904432,4,1,1
GO:0090291,5,3,0
GO:0071231,5,5,0
GO:1902683,3,2,5
GO:2000417,4,3,1
GO:0019722,5,1,7
GO:0043503,3,2,0
GO:0002159,7,2,0
GO:0032238,7,1,0
GO:0060586,4,3,0
GO:0061590,8,1,0
GO:0048219,5,1,0
GO:1902570,7,1,3
GO:0035054,5,2,0
GO:0002221,5,1,5
GO:0044245,3,1,0
GO:0032875,4,3,2
GO:0015826,5,3,0
GO:0036016,6,2,0
GO:0036295,5,2,1
GO:0097300,4,1,5
GO:0030879,5,1,9
GO:0031620,4,3,1
GO:0010737,4,1,2
GO:0031460,6,2,0
GO:0021543,3,2,3
GO:0002445,5,3,4
GO:0042297,5,3,0
GO:0002588,5,4,0
GO:0032525,4,3,0
GO:0140889,7,1,0
GO:0009137,7,2,1
GO:0033273,4,1,12
GO:0002842,5,4,1
GO:0042710,4,1,1
GO:0043163,5,1,0
GO:0035491,3,4,0
GO:1900038,3,4,2
GO:0072075,6,2,4
GO:1905631,7,2,0
GO:0007158,4,1,0
GO:0034370,4,1,3
GO:0086072,5,3,0
GO:0008300,5,2,3
GO:0003195,5,2,0
GO:0045948,4,3,2
GO:0048683,5,3,1
GO:0001865,7,1,3
GO:0006154,8,2,0
GO:0140115,3,2,8
GO:0061146,4,2,0
GO:1901027,7,1,0
GO:0036371,6,1,0
GO:1901731,5,3,0
GO:0019265,8,1,0
GO:0060128,4,2,0
GO:0051645,3,1,2
GO:0032098,3,2,2
GO:1903053,4,2,7
GO:0051915,5,1,0
GO:1903375,6,1,0
GO:0032429,7,1,2
GO:0046333,5,2,1
GO:0071451,6,2,1
GO:0070124,4,2,0
GO:0032074,4,3,3
GO:0036010,6,1,4
GO:1901385,7,2,3
GO:0060027,4,3,5
GO:0097475,5,1,3
GO:0086030,6,2,0
GO:0110155,7,1,0
GO:0090671,5,2,2
GO:1903753,6,3,0
GO:0021554,5,1,2
GO:1901679,3,2,9
GO:0060915,5,2,0
GO:0090071,3,3,1
GO:0015848,6,2,1
GO:0016118,8,2,1
GO:0006518,3,1,5
GO:1900191,3,3,1
GO:2000706,3,3,0
GO:0051725,5,1,2
GO:1904098,6,2,1
GO:0062030,6,3,0
GO:0060693,4,4,3
GO:1990966,4,2,0
GO:1904141,6,4,0
GO:0009437,5,1,3
GO:0046272,5,3,0
GO:0070367,3,4,0
GO:0062099,4,3,1
GO:2000654,3,3,1
GO:1904847,4,4,3
GO:0035759,5,1,0
GO:0150073,5,1,1
GO:1904627,5,3,1
GO:0071543,5,1,1
GO:2000179,4,3,4
GO:0036309,6,1,0
GO:0031929,4,1,5
GO:0034379,4,1,0
GO:0019470,5,5,0
GO:0044721,6,2,0
GO:0060723,4,2,1
GO:1905098,4,3,1
GO:0097011,6,2,0
GO:0034626,8,1,0
GO:0032487,6,2,0
GO:0060129,4,3,0
GO:2000764,5,2,0
GO:0045794,4,1,0
GO:0002761,5,3,7
GO:0098657,4,1,5
GO:0021538,3,2,1
GO:0001949,6,2,0
GO:0002667,5,3,1
GO:0051593,4,4,1
GO:0098801,4,2,6
GO:1903062,7,2,2
GO:0019988,7,1,2
GO:0072330,6,2,12
GO:0051092,5,1,0
GO:1900063,5,2,0
GO:0140882,4,2,0
GO:0010701,5,3,0
GO:0030811,4,3,3
GO:1990134,4,3,0
GO:0039521,5,1,0
GO:0106272,7,1,0
GO:1904049,5,3,0
GO:2000675,6,3,0
GO:0038157,5,1,0
GO:0035724,6,1,2
GO:0033008,4,4,0
GO:0003312,4,2,1
GO:0046041,7,2,1
GO:0061193,5,2,0
GO:0061623,7,2,0
GO:0045185,3,2,3
GO:0032731,5,3,0
GO:0048297,4,3,0
GO:0051560,6,1,2
GO:0002433,3,3,1
GO:1901068,7,1,1
GO:0035850,5,2,8
GO:0045634,5,2,1
GO:0034311,5,1,4
GO:0008334,7,1,2
GO:1900168,4,3,0
GO:1904925,5,2,1
GO:0106034,6,1,0
GO:0000301,5,1,0
GO:0009313,5,2,1
GO:0070911,7,1,0
GO:0007084,5,2,0
GO:0051028,5,1,1
GO:0140249,6,1,0
GO:1900116,4,2,1
GO:0002660,5,3,2
GO:0072678,5,1,8
GO:0097707,4,1,3
GO:0060638,4,1,3
GO:0038138,8,1,0
GO:2000354,3,2,2
GO:0035611,8,1,0
GO:0030910,4,3,0
GO:0003334,5,2,1
GO:0032849,2,3,1
GO:0032023,7,1,0
GO:1900098,4,4,2
GO:0070429,5,3,0
GO:0042178,4,2,3
GO:2000137,4,3,1
GO:0003242,4,2,0
GO:0032880,4,2,21
GO:0010001,4,2,10
GO:0035981,6,1,2
GO:0048690,5,3,1
GO:0060300,4,2,2
GO:0043523,5,2,7
GO:0060977,5,2,4
GO:0001654,5,2,2
GO:0017196,6,2,0
GO:0045993,5,2,0
GO:0000423,5,2,5
GO:0021605,5,2,2
GO:0010731,5,1,2
GO:0140971,5,3,2
GO:1903296,5,5,1
GO:0014014,5,3,3
GO:0061869,6,2,1
GO:0043322,5,4,0
GO:0032226,4,3,0
GO:0042355,7,2,0
GO:0060355,3,3,0
GO:0090310,6,3,0
GO:0051040,5,2,2
GO:1902178,5,2,0
GO:0072215,4,2,3
GO:0048589,2,2,17
GO:0060306,2,3,2
GO:0043309,4,4,2
GO:0060135,3,2,2
GO:0034498,4,2,0
GO:0002347,3,1,7
GO:0071288,6,2,0
GO:0099075,3,2,1
GO:0006812,5,1,2
GO:0071476,5,2,1
GO:0002316,7,1,0
GO:0032958,5,3,4
GO:0009073,5,4,2
GO:1903610,4,1,1
GO:0001824,3,2,4
GO:0032380,6,3,3
GO:1900054,4,7,0
GO:0031125,7,2,2
GO:0006357,7,2,7
GO:0090032,5,3,2
GO:0060544,5,2,2
GO:0071604,3,1,6
GO:2000739,5,2,3
GO:0009202,7,2,1
GO:0006548,5,3,2
GO:0097241,5,1,0
GO:0120254,3,1,12
GO:0038086,7,2,1
GO:1900619,3,1,2
GO:0071335,3,1,2
GO:1905915,4,2,3
GO:0006289,6,1,9
GO:0045992,3,4,1
GO:0060079,5,2,4
GO:2001280,6,3,1
GO:1903725,5,3,9
GO:0032274,5,1,5
GO:0070989,3,1,1
GO:0042840,8,2,0
GO:0043383,3,1,1
GO:0080171,6,1,1
GO:0030997,4,3,1
GO:0008631,5,1,5
GO:0071786,6,1,5
GO:0034343,3,1,3
GO:0051583,6,3,3
GO:0032328,5,4,2
GO:0007413,4,3,2
GO:0038095,6,1,1
GO:0035904,5,1,4
GO:1901098,5,5,0
GO:0021551,3,2,1
GO:0006971,4,1,2
GO:0015012,5,2,4
GO:0097021,5,1,1
GO:0032594,5,2,2
GO:1902513,5,3,3
GO:0043507,7,2,0
GO:0061073,3,2,0
GO:0097166,4,2,2
GO:0045953,5,4,3
GO:0032237,7,1,0
GO:1904692,5,3,0
GO:0006265,6,2,0
GO:1905396,5,2,0
GO:1900005,8,3,0
GO:0051798,3,4,1
GO:0046341,6,1,1
GO:0034110,5,2,3
GO:0035853,3,2,0
GO:0016109,6,2,1
GO:0034162,6,1,3
GO:0002086,4,2,0
GO:2001197,4,3,2
GO:0006836,4,1,6
GO:0009189,7,2,2
GO:0043633,6,2,1
GO:0002371,4,2,5
GO:0034220,3,2,6
GO:0008214,5,1,1
GO:1904697,5,2,0
GO:2000319,5,3,3
GO:0099519,6,2,2
GO:0120224,4,2,1
